"peak_index","seqnames","start","end","width","strand","name","peak_detection"
135520,"chr18",38211511,38212431,921,"*","chr18:38211511-38212431",2008
135521,"chr18",38212500,38213157,658,"*","chr18:38212500-38213157",1955
135526,"chr18",38250070,38250915,846,"*","chr18:38250070-38250915",9051
135528,"chr18",38255735,38256293,559,"*","chr18:38255735-38256293",2520
135544,"chr18",38296473,38297450,978,"*","chr18:38296473-38297450",7581
135550,"chr18",38337787,38339376,1590,"*","chr18:38337787-38339376",7212
135554,"chr18",38349983,38350636,654,"*","chr18:38349983-38350636",4270
135576,"chr18",38418692,38419574,883,"*","chr18:38418692-38419574",4246
135625,"chr18",38578269,38579202,934,"*","chr18:38578269-38579202",2056
135631,"chr18",38600560,38602647,2088,"*","chr18:38600560-38602647",5733
135637,"chr18",38631221,38632239,1019,"*","chr18:38631221-38632239",2754
135664,"chr18",38754225,38755841,1617,"*","chr18:38754225-38755841",1892
135696,"chr18",38855747,38856467,721,"*","chr18:38855747-38856467",2485
135698,"chr18",38866204,38867481,1278,"*","chr18:38866204-38867481",2123
135705,"chr18",38881649,38882876,1228,"*","chr18:38881649-38882876",3619
135716,"chr18",38905784,38907075,1292,"*","chr18:38905784-38907075",2796
135720,"chr18",38917972,38919391,1420,"*","chr18:38917972-38919391",3371
135724,"chr18",38923060,38923647,588,"*","chr18:38923060-38923647",2479
135726,"chr18",38928564,38930904,2341,"*","chr18:38928564-38930904",4399
135743,"chr18",38992596,38993927,1332,"*","chr18:38992596-38993927",9925
135760,"chr18",39039081,39039705,625,"*","chr18:39039081-39039705",3065
135763,"chr18",39044588,39045317,730,"*","chr18:39044588-39045317",1819
135770,"chr18",39057669,39058363,695,"*","chr18:39057669-39058363",2967
135795,"chr18",39137340,39138442,1103,"*","chr18:39137340-39138442",2040
135805,"chr18",39187644,39188458,815,"*","chr18:39187644-39188458",2103
135816,"chr18",39236704,39237468,765,"*","chr18:39236704-39237468",1906
135831,"chr18",39284033,39284753,721,"*","chr18:39284033-39284753",1765
135848,"chr18",39359244,39360439,1196,"*","chr18:39359244-39360439",2732
135877,"chr18",39467032,39467498,467,"*","chr18:39467032-39467498",1760
135883,"chr18",39489126,39491967,2842,"*","chr18:39489126-39491967",11201
135985,"chr18",40219100,40219852,753,"*","chr18:40219100-40219852",6646
136033,"chr18",41950821,41952017,1197,"*","chr18:41950821-41952017",3355
136057,"chr18",42261916,42262659,744,"*","chr18:42261916-42262659",7687
136058,"chr18",42275031,42276060,1030,"*","chr18:42275031-42276060",9286
136082,"chr18",42511167,42512052,886,"*","chr18:42511167-42512052",10337
136210,"chr18",43392673,43394008,1336,"*","chr18:43392673-43394008",2729
136263,"chr18",43732024,43732683,660,"*","chr18:43732024-43732683",2334
136264,"chr18",43737212,43737759,548,"*","chr18:43737212-43737759",2245
136273,"chr18",43826291,43827392,1102,"*","chr18:43826291-43827392",2632
136301,"chr18",44380107,44381231,1125,"*","chr18:44380107-44381231",5881
136367,"chr18",44661306,44662885,1580,"*","chr18:44661306-44662885",3330
136391,"chr18",44828330,44829339,1010,"*","chr18:44828330-44829339",4138
136418,"chr18",45558268,45560167,1900,"*","chr18:45558268-45560167",3137
136455,"chr18",46198252,46199546,1295,"*","chr18:46198252-46199546",3262
136472,"chr18",46280210,46281208,999,"*","chr18:46280210-46281208",2437
136474,"chr18",46311519,46312349,831,"*","chr18:46311519-46312349",3372
136496,"chr18",46404797,46405810,1014,"*","chr18:46404797-46405810",2339
136525,"chr18",46525156,46526608,1453,"*","chr18:46525156-46526608",12569
136529,"chr18",46553818,46554694,877,"*","chr18:46553818-46554694",1790
136537,"chr18",46597183,46598227,1045,"*","chr18:46597183-46598227",5793
136560,"chr18",46668960,46669939,980,"*","chr18:46668960-46669939",2616
136574,"chr18",46727375,46729003,1629,"*","chr18:46727375-46729003",3062
136575,"chr18",46733576,46734312,737,"*","chr18:46733576-46734312",2017
136578,"chr18",46741420,46742771,1352,"*","chr18:46741420-46742771",7063
136609,"chr18",46958605,46959459,855,"*","chr18:46958605-46959459",4342
136670,"chr18",47329718,47331723,2006,"*","chr18:47329718-47331723",4341
136684,"chr18",47366448,47367419,972,"*","chr18:47366448-47367419",2288
136685,"chr18",47368808,47369413,606,"*","chr18:47368808-47369413",4448
136686,"chr18",47369894,47370787,894,"*","chr18:47369894-47370787",2738
136881,"chr18",49755309,49756235,927,"*","chr18:49755309-49756235",9723
136900,"chr18",49832361,49833211,851,"*","chr18:49832361-49833211",9116
136911,"chr18",49978864,49980166,1303,"*","chr18:49978864-49980166",7622
136933,"chr18",50045984,50047329,1346,"*","chr18:50045984-50047329",4192
136935,"chr18",50051256,50052080,825,"*","chr18:50051256-50052080",3305
136936,"chr18",50052939,50054159,1221,"*","chr18:50052939-50054159",4558
136956,"chr18",50097517,50098259,743,"*","chr18:50097517-50098259",2082
136959,"chr18",50112386,50113432,1047,"*","chr18:50112386-50113432",1858
136964,"chr18",50128061,50129176,1116,"*","chr18:50128061-50129176",3425
137065,"chr18",52465372,52466175,804,"*","chr18:52465372-52466175",4308
137067,"chr18",52473689,52474254,566,"*","chr18:52473689-52474254",2178
137117,"chr18",52767504,52769706,2203,"*","chr18:52767504-52769706",2387
137201,"chr18",53176003,53177042,1040,"*","chr18:53176003-53177042",5046
137208,"chr18",53245261,53246237,977,"*","chr18:53245261-53246237",3835
137246,"chr18",53417191,53418484,1294,"*","chr18:53417191-53418484",2466
137293,"chr18",53744431,53745439,1009,"*","chr18:53744431-53745439",8975
137314,"chr18",53853808,53854338,531,"*","chr18:53853808-53854338",1852
137315,"chr18",53854879,53855686,808,"*","chr18:53854879-53855686",2389
137317,"chr18",53861749,53862682,934,"*","chr18:53861749-53862682",6895
137478,"chr18",54901901,54903030,1130,"*","chr18:54901901-54903030",2646
137479,"chr18",54906821,54907397,577,"*","chr18:54906821-54907397",2765
137482,"chr18",54911397,54912217,821,"*","chr18:54911397-54912217",3173
137519,"chr18",54990616,54991656,1041,"*","chr18:54990616-54991656",2590
137521,"chr18",54992609,54993319,711,"*","chr18:54992609-54993319",2907
137532,"chr18",55040388,55041379,992,"*","chr18:55040388-55041379",3048
137534,"chr18",55042342,55043133,792,"*","chr18:55042342-55043133",1897
137550,"chr18",55133668,55134583,916,"*","chr18:55133668-55134583",2555
137657,"chr18",55623350,55624942,1593,"*","chr18:55623350-55624942",2340
137675,"chr18",55763423,55764380,958,"*","chr18:55763423-55764380",2109
137681,"chr18",55793466,55794582,1117,"*","chr18:55793466-55794582",2760
137711,"chr18",56038230,56039006,777,"*","chr18:56038230-56039006",2055
137759,"chr18",56431389,56432657,1269,"*","chr18:56431389-56432657",5733
137766,"chr18",56451835,56452893,1059,"*","chr18:56451835-56452893",2479
137789,"chr18",56561777,56562960,1184,"*","chr18:56561777-56562960",5148
137792,"chr18",56572657,56573728,1072,"*","chr18:56572657-56573728",5189
137795,"chr18",56606922,56607440,519,"*","chr18:56606922-56607440",1933
137819,"chr18",56707490,56709332,1843,"*","chr18:56707490-56709332",8261
137820,"chr18",56715668,56716852,1185,"*","chr18:56715668-56716852",1837
137871,"chr18",56894490,56895199,710,"*","chr18:56894490-56895199",2921
137878,"chr18",56924929,56926240,1312,"*","chr18:56924929-56926240",10674
137886,"chr18",56974874,56975740,867,"*","chr18:56974874-56975740",1888
137936,"chr18",57354435,57355622,1188,"*","chr18:57354435-57355622",3072
138048,"chr18",57877986,57879156,1171,"*","chr18:57877986-57879156",5202
138096,"chr18",58209230,58211636,2407,"*","chr18:58209230-58211636",2498
138149,"chr18",58659233,58660899,1667,"*","chr18:58659233-58660899",3244
138196,"chr18",59174825,59176182,1358,"*","chr18:59174825-59176182",3827
138280,"chr18",60500619,60502045,1427,"*","chr18:60500619-60502045",3144
138288,"chr18",60525726,60526894,1169,"*","chr18:60525726-60526894",10348
138290,"chr18",60560382,60561436,1055,"*","chr18:60560382-60561436",4339
138296,"chr18",60595957,60597127,1171,"*","chr18:60595957-60597127",3366
138298,"chr18",60606108,60607546,1439,"*","chr18:60606108-60607546",4633
138306,"chr18",60623186,60624723,1538,"*","chr18:60623186-60624723",1764
138318,"chr18",60648418,60649650,1233,"*","chr18:60648418-60649650",1886
138331,"chr18",60680649,60681400,752,"*","chr18:60680649-60681400",2315
138338,"chr18",60710552,60711326,775,"*","chr18:60710552-60711326",2416
138346,"chr18",60727340,60728030,691,"*","chr18:60727340-60728030",3202
138347,"chr18",60729359,60730916,1558,"*","chr18:60729359-60730916",4266
138357,"chr18",60746814,60747487,674,"*","chr18:60746814-60747487",2414
138358,"chr18",60747746,60749159,1414,"*","chr18:60747746-60749159",3461
138368,"chr18",60774314,60775149,836,"*","chr18:60774314-60775149",5964
138392,"chr18",60848540,60849379,840,"*","chr18:60848540-60849379",5618
138435,"chr18",60978023,60978860,838,"*","chr18:60978023-60978860",2114
138475,"chr18",61096232,61097021,790,"*","chr18:61096232-61097021",1989
138480,"chr18",61110086,61111002,917,"*","chr18:61110086-61111002",2715
138498,"chr18",61176429,61177640,1212,"*","chr18:61176429-61177640",6170
138505,"chr18",61211094,61212055,962,"*","chr18:61211094-61212055",5123
138540,"chr18",61331562,61332782,1221,"*","chr18:61331562-61332782",3888
138550,"chr18",61357732,61358199,468,"*","chr18:61357732-61358199",1793
138552,"chr18",61360203,61361116,914,"*","chr18:61360203-61361116",2069
138555,"chr18",61368027,61369121,1095,"*","chr18:61368027-61369121",3042
138557,"chr18",61373848,61374767,920,"*","chr18:61373848-61374767",2405
138566,"chr18",61397866,61399948,2083,"*","chr18:61397866-61399948",6230
138567,"chr18",61400083,61400959,877,"*","chr18:61400083-61400959",4163
138568,"chr18",61401412,61402089,678,"*","chr18:61401412-61402089",2264
138582,"chr18",61447620,61449056,1437,"*","chr18:61447620-61449056",3393
138591,"chr18",61489223,61490301,1079,"*","chr18:61489223-61490301",1856
138601,"chr18",61535501,61537495,1995,"*","chr18:61535501-61537495",2413
138605,"chr18",61554809,61555849,1041,"*","chr18:61554809-61555849",8007
138621,"chr18",61614210,61614876,667,"*","chr18:61614210-61614876",2297
138629,"chr18",61634772,61635803,1032,"*","chr18:61634772-61635803",1773
138631,"chr18",61637890,61638675,786,"*","chr18:61637890-61638675",2226
138633,"chr18",61643628,61644285,658,"*","chr18:61643628-61644285",2109
138638,"chr18",61653340,61654078,739,"*","chr18:61653340-61654078",3036
138646,"chr18",61665268,61666924,1657,"*","chr18:61665268-61666924",4078
138652,"chr18",61684923,61685438,516,"*","chr18:61684923-61685438",1943
138661,"chr18",61707032,61708125,1094,"*","chr18:61707032-61708125",6468
138663,"chr18",61719120,61719774,655,"*","chr18:61719120-61719774",2279
138666,"chr18",61725944,61726748,805,"*","chr18:61725944-61726748",4338
138714,"chr18",61894343,61895317,975,"*","chr18:61894343-61895317",2248
138716,"chr18",61910706,61912180,1475,"*","chr18:61910706-61912180",2740
138727,"chr18",61952103,61954170,2068,"*","chr18:61952103-61954170",7231
138730,"chr18",61959331,61960047,717,"*","chr18:61959331-61960047",3039
138798,"chr18",62179802,62180486,685,"*","chr18:62179802-62180486",4216
138830,"chr18",62548426,62549226,801,"*","chr18:62548426-62549226",6810
138886,"chr18",62922018,62923198,1181,"*","chr18:62922018-62923198",4402
138903,"chr18",62977694,62978457,764,"*","chr18:62977694-62978457",3192
139010,"chr18",63691891,63692831,941,"*","chr18:63691891-63692831",6292
139011,"chr18",63708363,63709340,978,"*","chr18:63708363-63709340",4625
139012,"chr18",63729337,63729919,583,"*","chr18:63729337-63729919",1782
139074,"chr18",64488513,64489525,1013,"*","chr18:64488513-64489525",5927
139078,"chr18",64516243,64517013,771,"*","chr18:64516243-64517013",5052
139107,"chr18",64660613,64661714,1102,"*","chr18:64660613-64661714",4673
139151,"chr18",64887065,64888357,1293,"*","chr18:64887065-64888357",8524
139170,"chr18",64957154,64958023,870,"*","chr18:64957154-64958023",6268
139196,"chr18",65018072,65018987,916,"*","chr18:65018072-65018987",2204
139199,"chr18",65023295,65024172,878,"*","chr18:65023295-65024172",2620
139200,"chr18",65025409,65026337,929,"*","chr18:65025409-65026337",4944
139211,"chr18",65052804,65054396,1593,"*","chr18:65052804-65054396",1849
139219,"chr18",65071993,65072743,751,"*","chr18:65071993-65072743",2988
139309,"chr18",65397549,65398327,779,"*","chr18:65397549-65398327",2013
139313,"chr18",65430483,65431618,1136,"*","chr18:65430483-65431618",9511
139320,"chr18",65489950,65490878,929,"*","chr18:65489950-65490878",1965
139345,"chr18",65580512,65582590,2079,"*","chr18:65580512-65582590",4729
139402,"chr18",65800023,65800886,864,"*","chr18:65800023-65800886",8775
139425,"chr18",65934874,65935594,721,"*","chr18:65934874-65935594",2710
139434,"chr18",66002056,66003167,1112,"*","chr18:66002056-66003167",7644
139495,"chr18",66290800,66292537,1738,"*","chr18:66290800-66292537",2703
139525,"chr18",66458219,66459202,984,"*","chr18:66458219-66459202",1792
139600,"chr18",67204977,67205706,730,"*","chr18:67204977-67205706",3684
139605,"chr18",67245127,67246304,1178,"*","chr18:67245127-67246304",3237
139613,"chr18",67288533,67290467,1935,"*","chr18:67288533-67290467",7141
139617,"chr18",67311749,67312724,976,"*","chr18:67311749-67312724",2794
139635,"chr18",67390218,67391993,1776,"*","chr18:67390218-67391993",3733
139637,"chr18",67396450,67397281,832,"*","chr18:67396450-67397281",2795
139642,"chr18",67448705,67449798,1094,"*","chr18:67448705-67449798",7670
139681,"chr18",67581653,67582489,837,"*","chr18:67581653-67582489",3100
139689,"chr18",67610395,67611348,954,"*","chr18:67610395-67611348",2963
139693,"chr18",67640852,67642091,1240,"*","chr18:67640852-67642091",4551
139706,"chr18",67724035,67725092,1058,"*","chr18:67724035-67725092",9661
139717,"chr18",67774627,67775677,1051,"*","chr18:67774627-67775677",7682
139719,"chr18",67799844,67800827,984,"*","chr18:67799844-67800827",5327
139733,"chr18",67889914,67891087,1174,"*","chr18:67889914-67891087",2309
139741,"chr18",67932927,67934335,1409,"*","chr18:67932927-67934335",3935
139752,"chr18",67965461,67966064,604,"*","chr18:67965461-67966064",2283
139756,"chr18",67973097,67974129,1033,"*","chr18:67973097-67974129",2140
139778,"chr18",68057654,68059911,2258,"*","chr18:68057654-68059911",3220
139788,"chr18",68117596,68118742,1147,"*","chr18:68117596-68118742",2384
139801,"chr18",68157086,68158031,946,"*","chr18:68157086-68158031",2907
139811,"chr18",68194453,68195624,1172,"*","chr18:68194453-68195624",1892
139829,"chr18",68256677,68257883,1207,"*","chr18:68256677-68257883",1800
139834,"chr18",68276258,68277325,1068,"*","chr18:68276258-68277325",1806
139841,"chr18",68299770,68300719,950,"*","chr18:68299770-68300719",7043
139844,"chr18",68336704,68337912,1209,"*","chr18:68336704-68337912",2008
139902,"chr18",68942419,68944444,2026,"*","chr18:68942419-68944444",3883
139940,"chr18",69344121,69344797,677,"*","chr18:69344121-69344797",4356
140001,"chr18",69592512,69593822,1311,"*","chr18:69592512-69593822",3463
140060,"chr18",69925270,69926396,1127,"*","chr18:69925270-69926396",4339
140074,"chr18",70052894,70053813,920,"*","chr18:70052894-70053813",2956
140106,"chr18",70471908,70473428,1521,"*","chr18:70471908-70473428",3172
140117,"chr18",70529939,70530912,974,"*","chr18:70529939-70530912",6617
140118,"chr18",70531080,70531829,750,"*","chr18:70531080-70531829",3312
140127,"chr18",70566402,70567044,643,"*","chr18:70566402-70567044",1995
140128,"chr18",70567770,70568752,983,"*","chr18:70567770-70568752",6670
140151,"chr18",70643729,70645393,1665,"*","chr18:70643729-70645393",3859
140300,"chr18",73572026,73573117,1092,"*","chr18:73572026-73573117",14254
140307,"chr18",73622812,73623631,820,"*","chr18:73622812-73623631",2196
140323,"chr18",73703308,73704554,1247,"*","chr18:73703308-73704554",5298
140335,"chr18",73754082,73754820,739,"*","chr18:73754082-73754820",3604
140349,"chr18",73815212,73816117,906,"*","chr18:73815212-73816117",6934
140403,"chr18",74014178,74015517,1340,"*","chr18:74014178-74015517",3164
140408,"chr18",74034160,74035150,991,"*","chr18:74034160-74035150",2326
140413,"chr18",74063522,74065710,2189,"*","chr18:74063522-74065710",4143
140414,"chr18",74084522,74085260,739,"*","chr18:74084522-74085260",2276
140415,"chr18",74089173,74089722,550,"*","chr18:74089173-74089722",2461
140431,"chr18",74207486,74208264,779,"*","chr18:74207486-74208264",2572
140432,"chr18",74215750,74217111,1362,"*","chr18:74215750-74217111",7848
140436,"chr18",74267708,74268638,931,"*","chr18:74267708-74268638",6903
140445,"chr18",74347727,74348733,1007,"*","chr18:74347727-74348733",1871
140457,"chr18",74442365,74443095,731,"*","chr18:74442365-74443095",2403
140458,"chr18",74443909,74444903,995,"*","chr18:74443909-74444903",3566
140460,"chr18",74459383,74460065,683,"*","chr18:74459383-74460065",1920
140472,"chr18",74489430,74490126,697,"*","chr18:74489430-74490126",2231
140492,"chr18",74546604,74547130,527,"*","chr18:74546604-74547130",1859
140501,"chr18",74570272,74570966,695,"*","chr18:74570272-74570966",2891
140542,"chr18",74727716,74728510,795,"*","chr18:74727716-74728510",2278
140551,"chr18",74778328,74779546,1219,"*","chr18:74778328-74779546",9957
140608,"chr18",75000283,75000982,700,"*","chr18:75000283-75000982",3876
140609,"chr18",75005592,75006208,617,"*","chr18:75005592-75006208",6149
140610,"chr18",75018532,75019758,1227,"*","chr18:75018532-75019758",4386
140634,"chr18",75139036,75139512,477,"*","chr18:75139036-75139512",1855
140635,"chr18",75139879,75140379,501,"*","chr18:75139879-75140379",2215
140639,"chr18",75149012,75150107,1096,"*","chr18:75149012-75150107",2245
140699,"chr18",75342210,75343689,1480,"*","chr18:75342210-75343689",4972
140703,"chr18",75366493,75367893,1401,"*","chr18:75366493-75367893",9836
140707,"chr18",75375426,75376047,622,"*","chr18:75375426-75376047",4647
140710,"chr18",75378525,75379345,821,"*","chr18:75378525-75379345",2008
140714,"chr18",75384962,75385764,803,"*","chr18:75384962-75385764",3715
140715,"chr18",75385943,75386818,876,"*","chr18:75385943-75386818",7269
140726,"chr18",75405054,75406220,1167,"*","chr18:75405054-75406220",1955
140745,"chr18",75456632,75457352,721,"*","chr18:75456632-75457352",2803
140748,"chr18",75464789,75466079,1291,"*","chr18:75464789-75466079",4933
140753,"chr18",75493002,75493977,976,"*","chr18:75493002-75493977",2021
140755,"chr18",75494711,75495883,1173,"*","chr18:75494711-75495883",4068
140757,"chr18",75499396,75499837,442,"*","chr18:75499396-75499837",2183
140759,"chr18",75502595,75503926,1332,"*","chr18:75502595-75503926",3579
140764,"chr18",75512135,75512776,642,"*","chr18:75512135-75512776",1834
140824,"chr18",75695343,75696280,938,"*","chr18:75695343-75696280",2382
140825,"chr18",75696761,75698085,1325,"*","chr18:75696761-75698085",4711
140845,"chr18",75817570,75818319,750,"*","chr18:75817570-75818319",2309
140846,"chr18",75818970,75820976,2007,"*","chr18:75818970-75820976",3487
140896,"chr18",76034668,76035970,1303,"*","chr18:76034668-76035970",3141
140941,"chr18",76160913,76161736,824,"*","chr18:76160913-76161736",2157
140943,"chr18",76171661,76172595,935,"*","chr18:76171661-76172595",1865
140954,"chr18",76241155,76242644,1490,"*","chr18:76241155-76242644",9878
140976,"chr18",76378773,76379332,560,"*","chr18:76378773-76379332",1780
141021,"chr18",76929458,76930564,1107,"*","chr18:76929458-76930564",3380
141025,"chr18",76943953,76944708,756,"*","chr18:76943953-76944708",3931
141038,"chr18",77046890,77047712,823,"*","chr18:77046890-77047712",4475
141040,"chr18",77064824,77066215,1392,"*","chr18:77064824-77066215",3878
141041,"chr18",77077974,77078489,516,"*","chr18:77077974-77078489",1861
141112,"chr18",77713839,77714846,1008,"*","chr18:77713839-77714846",5680
141119,"chr18",77767331,77768191,861,"*","chr18:77767331-77768191",3310
141120,"chr18",77773580,77774790,1211,"*","chr18:77773580-77774790",4466
141125,"chr18",77794194,77795170,977,"*","chr18:77794194-77795170",2960
141149,"chr18",77938141,77938801,661,"*","chr18:77938141-77938801",5565
141210,"chr18",78237215,78239155,1941,"*","chr18:78237215-78239155",2892
141214,"chr18",78255678,78256626,949,"*","chr18:78255678-78256626",2956
141344,"chr18",79026321,79027504,1184,"*","chr18:79026321-79027504",3014
141379,"chr18",79108741,79109509,769,"*","chr18:79108741-79109509",2755
141380,"chr18",79109854,79110763,910,"*","chr18:79109854-79110763",3528
141427,"chr18",80004796,80005645,850,"*","chr18:80004796-80005645",1906
141430,"chr18",80046538,80047824,1287,"*","chr18:80046538-80047824",3924
141459,"chr18",80150873,80152205,1333,"*","chr18:80150873-80152205",6821
141468,"chr18",80200425,80201160,736,"*","chr18:80200425-80201160",2620
141470,"chr18",80206543,80207520,978,"*","chr18:80206543-80207520",4734
141476,"chr18",80236251,80237230,980,"*","chr18:80236251-80237230",1938
141480,"chr18",80252936,80253491,556,"*","chr18:80252936-80253491",2859
141482,"chr18",80255735,80257195,1461,"*","chr18:80255735-80257195",6782
141486,"chr18",80271354,80272185,832,"*","chr18:80271354-80272185",3928
141534,"chr18",80469393,80470613,1221,"*","chr18:80469393-80470613",8894
141549,"chr18",80533836,80535002,1167,"*","chr18:80533836-80535002",3985
141554,"chr18",80554482,80555639,1158,"*","chr18:80554482-80555639",1908
141603,"chr18",80707676,80708832,1157,"*","chr18:80707676-80708832",3250
141605,"chr18",80714655,80715867,1213,"*","chr18:80714655-80715867",2948
141634,"chr18",80933554,80934447,894,"*","chr18:80933554-80934447",3981
141649,"chr18",80985871,80987822,1952,"*","chr18:80985871-80987822",2648
141711,"chr18",81637337,81638031,695,"*","chr18:81637337-81638031",1971
141712,"chr18",81639820,81640287,468,"*","chr18:81639820-81640287",2327
141762,"chr18",82474956,82476506,1551,"*","chr18:82474956-82476506",2959
141819,"chr18",82691550,82693629,2080,"*","chr18:82691550-82693629",5899
141825,"chr18",82717501,82717899,399,"*","chr18:82717501-82717899",2349
141847,"chr18",82791191,82793063,1873,"*","chr18:82791191-82793063",1836
141850,"chr18",82812174,82813465,1292,"*","chr18:82812174-82813465",3290
141862,"chr18",82854848,82856854,2007,"*","chr18:82854848-82856854",3480
141872,"chr18",82888217,82889583,1367,"*","chr18:82888217-82889583",1946
141876,"chr18",82902112,82903057,946,"*","chr18:82902112-82903057",2488
141878,"chr18",82909583,82910283,701,"*","chr18:82909583-82910283",1931
141880,"chr18",82913057,82913656,600,"*","chr18:82913057-82913656",3912
141881,"chr18",82913963,82914889,927,"*","chr18:82913963-82914889",3789
141884,"chr18",82921327,82922091,765,"*","chr18:82921327-82922091",2185
141892,"chr18",82953923,82954672,750,"*","chr18:82953923-82954672",2763
142074,"chr18",84080393,84080778,386,"*","chr18:84080393-84080778",1978
142079,"chr18",84087403,84088497,1095,"*","chr18:84087403-84088497",7561
142161,"chr18",84588747,84590296,1550,"*","chr18:84588747-84590296",5547
142172,"chr18",84649534,84650614,1081,"*","chr18:84649534-84650614",2795
142183,"chr18",84684745,84686123,1379,"*","chr18:84684745-84686123",9605
142209,"chr18",84850879,84851726,848,"*","chr18:84850879-84851726",9071
142211,"chr18",84858321,84859980,1660,"*","chr18:84858321-84859980",2045
142217,"chr18",84868953,84869802,850,"*","chr18:84868953-84869802",2773
142223,"chr18",84888921,84889793,873,"*","chr18:84888921-84889793",2369
142238,"chr18",84951182,84952449,1268,"*","chr18:84951182-84952449",8523
142320,"chr18",88893627,88894743,1117,"*","chr18:88893627-88894743",4978
142326,"chr18",88971508,88972479,972,"*","chr18:88971508-88972479",3258
142356,"chr18",90509725,90510753,1029,"*","chr18:90509725-90510753",5301
142358,"chr18",90579190,90580163,974,"*","chr18:90579190-90580163",5028
142364,"chr19",3282685,3283424,740,"*","chr19:3282685-3283424",3924
142371,"chr19",3321670,3322113,444,"*","chr19:3321670-3322113",1898
142372,"chr19",3322387,3323674,1288,"*","chr19:3322387-3323674",4636
142374,"chr19",3325203,3325947,745,"*","chr19:3325203-3325947",4688
142377,"chr19",3333164,3334755,1592,"*","chr19:3333164-3334755",4331
142380,"chr19",3344872,3345911,1040,"*","chr19:3344872-3345911",2474
142390,"chr19",3388414,3389682,1269,"*","chr19:3388414-3389682",5611
142426,"chr19",3575400,3576590,1191,"*","chr19:3575400-3576590",12202
142449,"chr19",3680947,3682080,1134,"*","chr19:3680947-3682080",3266
142451,"chr19",3685944,3687525,1582,"*","chr19:3685944-3687525",2441
142456,"chr19",3707760,3708880,1121,"*","chr19:3707760-3708880",6761
142457,"chr19",3719048,3719910,863,"*","chr19:3719048-3719910",2900
142465,"chr19",3767405,3769319,1915,"*","chr19:3767405-3769319",7825
142475,"chr19",3832985,3833633,649,"*","chr19:3832985-3833633",3183
142480,"chr19",3842429,3843294,866,"*","chr19:3842429-3843294",2156
142483,"chr19",3850260,3852496,2237,"*","chr19:3850260-3852496",8642
142498,"chr19",3906543,3907484,942,"*","chr19:3906543-3907484",3740
142499,"chr19",3912550,3913345,796,"*","chr19:3912550-3913345",9722
142504,"chr19",3929290,3930096,807,"*","chr19:3929290-3930096",2788
142506,"chr19",3935134,3936455,1322,"*","chr19:3935134-3936455",2555
142509,"chr19",3946101,3947243,1143,"*","chr19:3946101-3947243",1794
142525,"chr19",3985033,3986037,1005,"*","chr19:3985033-3986037",4433
142526,"chr19",3986282,3986891,610,"*","chr19:3986282-3986891",4149
142532,"chr19",3999960,4001002,1043,"*","chr19:3999960-4001002",8050
142534,"chr19",4012559,4013257,699,"*","chr19:4012559-4013257",7927
142535,"chr19",4018859,4019752,894,"*","chr19:4018859-4019752",2262
142538,"chr19",4037528,4038364,837,"*","chr19:4037528-4038364",2361
142542,"chr19",4055458,4057121,1664,"*","chr19:4055458-4057121",2383
142555,"chr19",4096848,4097987,1140,"*","chr19:4096848-4097987",10265
142556,"chr19",4099240,4099561,322,"*","chr19:4099240-4099561",1990
142559,"chr19",4113127,4114564,1438,"*","chr19:4113127-4114564",3110
142561,"chr19",4121198,4121946,749,"*","chr19:4121198-4121946",7214
142562,"chr19",4125822,4126321,500,"*","chr19:4125822-4126321",6892
142566,"chr19",4148369,4149139,771,"*","chr19:4148369-4149139",4971
142573,"chr19",4163022,4163763,742,"*","chr19:4163022-4163763",3840
142574,"chr19",4169418,4170185,768,"*","chr19:4169418-4170185",7555
142581,"chr19",4191630,4192688,1059,"*","chr19:4191630-4192688",7378
142583,"chr19",4201252,4202123,872,"*","chr19:4201252-4202123",2623
142586,"chr19",4213634,4215832,2199,"*","chr19:4213634-4215832",4467
142593,"chr19",4231419,4232698,1280,"*","chr19:4231419-4232698",5842
142598,"chr19",4257280,4258349,1070,"*","chr19:4257280-4258349",4863
142601,"chr19",4268667,4269596,930,"*","chr19:4268667-4269596",3847
142602,"chr19",4282766,4283661,896,"*","chr19:4282766-4283661",3659
142609,"chr19",4305712,4306731,1020,"*","chr19:4305712-4306731",3377
142614,"chr19",4333438,4334462,1025,"*","chr19:4333438-4334462",7472
142619,"chr19",4396787,4398441,1655,"*","chr19:4396787-4398441",9111
142629,"chr19",4438983,4439818,836,"*","chr19:4438983-4439818",1855
142631,"chr19",4441594,4442904,1311,"*","chr19:4441594-4442904",3976
142647,"chr19",4492701,4493518,818,"*","chr19:4492701-4493518",2060
142648,"chr19",4496764,4498215,1452,"*","chr19:4496764-4498215",2877
142652,"chr19",4509994,4510896,903,"*","chr19:4509994-4510896",12585
142667,"chr19",4557803,4558780,978,"*","chr19:4557803-4558780",4046
142671,"chr19",4569794,4571313,1520,"*","chr19:4569794-4571313",2229
142678,"chr19",4593975,4594707,733,"*","chr19:4593975-4594707",2622
142682,"chr19",4604050,4604871,822,"*","chr19:4604050-4604871",1841
142685,"chr19",4614634,4616319,1686,"*","chr19:4614634-4616319",4616
142687,"chr19",4624747,4626334,1588,"*","chr19:4624747-4626334",4644
142699,"chr19",4698191,4698873,683,"*","chr19:4698191-4698873",1826
142703,"chr19",4719361,4719996,636,"*","chr19:4719361-4719996",2047
