"peak_index","seqnames","start","end","width","strand","name","peak_detection","top_peak_col","is_retained_after_pacs"
129976,"chr17",80206501,80207833,1333,"*","chr17:80206501-80207833",4040,4291,TRUE
252560,"chr7",80114064,80115776,1713,"*","chr7:80114064-80115776",4036,8401,TRUE
63716,"chr12",80945229,80946567,1339,"*","chr12:80945229-80946567",4034,2185,TRUE
270811,"chr8",84270191,84270897,707,"*","chr8:84270191-84270897",4034,9035,TRUE
121917,"chr17",15704388,15706489,2102,"*","chr17:15704388-15706489",4033,3919,TRUE
182283,"chr3",89411527,89412366,840,"*","chr3:89411527-89412366",4031,5924,TRUE
244808,"chr6",145746074,145747469,1396,"*","chr6:145746074-145747469",4026,8006,TRUE
55690,"chr11",120712918,120714258,1341,"*","chr11:120712918-120714258",4022,1987,TRUE
61371,"chr12",65073528,65074411,884,"*","chr12:65073528-65074411",4018,2124,TRUE
212010,"chr5",31201876,31202785,910,"*","chr5:31201876-31202785",4016,6968,TRUE
259460,"chr7",130519238,130520608,1371,"*","chr7:130519238-130520608",4015,8666,TRUE
68261,"chr12",112644417,112645784,1368,"*","chr12:112644417-112645784",4014,2321,TRUE
170949,"chr2",161108559,161109834,1276,"*","chr2:161108559-161109834",4012,5618,TRUE
274754,"chr8",114439435,114440370,936,"*","chr8:114439435-114440370",4006,9193,TRUE
287170,"chr9",70656263,70658076,1814,"*","chr9:70656263-70658076",4006,9596,TRUE
131336,"chr17",87282069,87283669,1601,"*","chr17:87282069-87283669",4004,4325,TRUE
136900,"chr18",49832361,49833211,851,"*","chr18:49832361-49833211",3997,4488,TRUE
68929,"chr13",3537667,3539055,1389,"*","chr13:3537667-3539055",3994,2339,TRUE
153576,"chr2",25262286,25263110,825,"*","chr2:25262286-25263110",3994,5053,TRUE
107492,"chr15",99029645,99030701,1057,"*","chr15:99029645-99030701",3993,3483,TRUE
51419,"chr11",100738036,100738729,694,"*","chr11:100738036-100738729",3992,1769,TRUE
56132,"chr12",4233670,4234697,1028,"*","chr12:4233670-4234697",3991,2011,TRUE
79822,"chr13",96542368,96544079,1712,"*","chr13:96542368-96544079",3991,2640,TRUE
46149,"chr11",72410597,72412397,1801,"*","chr11:72410597-72412397",3990,1498,TRUE
200083,"chr4",103114152,103115205,1054,"*","chr4:103114152-103115205",3990,6444,TRUE
130063,"chr17",80727073,80729060,1988,"*","chr17:80727073-80729060",3987,4295,TRUE
173364,"chr2",173152628,173153670,1043,"*","chr2:173152628-173153670",3984,5703,TRUE
36930,"chr10",128524956,128526503,1548,"*","chr10:128524956-128526503",3982,1113,TRUE
193541,"chr4",41569162,41570089,928,"*","chr4:41569162-41570089",3977,6276,TRUE
52236,"chr11",104441597,104443298,1702,"*","chr11:104441597-104443298",3974,1832,TRUE
72276,"chr13",34993738,34994971,1234,"*","chr13:34993738-34994971",3972,2420,TRUE
221734,"chr5",115300243,115301610,1368,"*","chr5:115300243-115301610",3970,7245,TRUE
221822,"chr5",115652780,115653534,755,"*","chr5:115652780-115653534",3967,7256,TRUE
108812,"chr16",4586385,4587304,920,"*","chr16:4586385-4587304",3964,3563,TRUE
207933,"chr4",149306781,149308499,1719,"*","chr4:149306781-149308499",3962,6803,TRUE
148790,"chr19",46598841,46599427,587,"*","chr19:46598841-46599427",3958,4934,TRUE
227626,"chr5",148994482,148995675,1194,"*","chr5:148994482-148995675",3952,7512,TRUE
255511,"chr7",101905581,101906492,912,"*","chr7:101905581-101906492",3952,8504,TRUE
273509,"chr8",106134979,106136202,1224,"*","chr8:106134979-106136202",3952,9144,TRUE
248560,"chr7",43443163,43444411,1249,"*","chr7:43443163-43444411",3951,8258,TRUE
127101,"chr17",56276077,56277813,1737,"*","chr17:56276077-56277813",3950,4212,TRUE
185123,"chr3",108410578,108412355,1778,"*","chr3:108410578-108412355",3945,6073,TRUE
204623,"chr4",132514991,132516089,1099,"*","chr4:132514991-132516089",3943,6638,TRUE
148714,"chr19",46406520,46407544,1025,"*","chr19:46406520-46407544",3942,4925,TRUE
55811,"chr11",121204108,121205259,1152,"*","chr11:121204108-121205259",3941,1994,TRUE
108937,"chr16",5049547,5050872,1326,"*","chr16:5049547-5050872",3941,3584,TRUE
182175,"chr3",88949752,88951446,1695,"*","chr3:88949752-88951446",3939,5913,TRUE
26879,"chr10",53629176,53630509,1334,"*","chr10:53629176-53630509",3936,721,TRUE
45833,"chr11",70451883,70452630,748,"*","chr11:70451883-70452630",3935,1483,TRUE
224274,"chr5",129887024,129887800,777,"*","chr5:129887024-129887800",3931,7359,TRUE
143182,"chr19",6941360,6942874,1515,"*","chr19:6941360-6942874",3930,4706,TRUE
246310,"chr7",19344595,19345789,1195,"*","chr7:19344595-19345789",3928,8104,TRUE
202527,"chr4",119294260,119295079,820,"*","chr4:119294260-119295079",3922,6544,TRUE
6944,"chr1",75168409,75169366,958,"*","chr1:75168409-75169366",3918,196,TRUE
291713,"chr9",107587512,107588093,582,"*","chr9:107587512-107588093",3917,9739,TRUE
205077,"chr4",134395967,134396688,722,"*","chr4:134395967-134396688",3915,6678,TRUE
204179,"chr4",130306905,130309318,2414,"*","chr4:130306905-130309318",3914,6618,TRUE
109996,"chr16",13109341,13110446,1106,"*","chr16:13109341-13110446",3907,3611,TRUE
82707,"chr13",113794116,113795554,1439,"*","chr13:113794116-113795554",3906,2713,TRUE
45785,"chr11",70220673,70222447,1775,"*","chr11:70220673-70222447",3903,1480,TRUE
37253,"chr11",4096467,4097181,715,"*","chr11:4096467-4097181",3901,1150,TRUE
122357,"chr17",24736293,24737642,1350,"*","chr17:24736293-24737642",3901,3965,TRUE
270669,"chr8",83593783,83594997,1215,"*","chr8:83593783-83594997",3901,9019,TRUE
255186,"chr7",100464910,100466314,1405,"*","chr7:100464910-100466314",3898,8490,TRUE
154429,"chr2",29124738,29125805,1068,"*","chr2:29124738-29125805",3894,5096,TRUE
131784,"chr18",3336838,3338151,1314,"*","chr18:3336838-3338151",3893,4338,TRUE
219663,"chr5",103424805,103426252,1448,"*","chr5:103424805-103426252",3892,7174,TRUE
62631,"chr12",75595941,75596942,1002,"*","chr12:75595941-75596942",3887,2152,TRUE
10981,"chr1",119504359,119505303,945,"*","chr1:119504359-119505303",3885,305,TRUE
120170,"chr17",5189666,5190600,935,"*","chr17:5189666-5190600",3885,3881,TRUE
266533,"chr8",41239229,41241168,1940,"*","chr8:41239229-41241168",3885,8869,TRUE
19394,"chr1",184033504,184034765,1262,"*","chr1:184033504-184034765",3884,553,TRUE
182505,"chr3",90475796,90476671,876,"*","chr3:90475796-90476671",3884,5939,TRUE
188656,"chr3",142394868,142396149,1282,"*","chr3:142394868-142396149",3882,6162,TRUE
9429,"chr1",91412847,91414129,1283,"*","chr1:91412847-91414129",3881,261,TRUE
236198,"chr6",85332573,85333869,1297,"*","chr6:85332573-85333869",3879,7762,TRUE
291737,"chr9",107635167,107635955,789,"*","chr9:107635167-107635955",3879,9743,TRUE
273406,"chr8",105565592,105566680,1089,"*","chr8:105565592-105566680",3877,9131,TRUE
177235,"chr3",37722839,37725263,2425,"*","chr3:37722839-37725263",3875,5805,TRUE
264839,"chr8",25601336,25602716,1381,"*","chr8:25601336-25602716",3875,8829,TRUE
122410,"chr17",24960307,24961234,928,"*","chr17:24960307-24961234",3874,3971,TRUE
275216,"chr8",116978553,116979400,848,"*","chr8:116978553-116979400",3873,9201,TRUE
63125,"chr12",78225909,78227085,1177,"*","chr12:78225909-78227085",3871,2169,TRUE
253443,"chr7",84689505,84690633,1129,"*","chr7:84689505-84690633",3856,8437,TRUE
49864,"chr11",94133451,94134974,1524,"*","chr11:94133451-94134974",3854,1675,TRUE
112943,"chr16",32246552,32247516,965,"*","chr16:32246552-32247516",3854,3716,TRUE
36900,"chr10",128409335,128410359,1025,"*","chr10:128409335-128410359",3846,1108,TRUE
107369,"chr15",98567366,98568299,934,"*","chr15:98567366-98568299",3841,3472,TRUE
273500,"chr8",106058919,106060366,1448,"*","chr8:106058919-106060366",3839,9143,TRUE
217336,"chr5",77384055,77385308,1254,"*","chr5:77384055-77385308",3836,7119,TRUE
203448,"chr4",126103172,126104293,1122,"*","chr4:126103172-126104293",3835,6577,TRUE
225840,"chr5",139200120,139201020,901,"*","chr5:139200120-139201020",3835,7441,TRUE
84647,"chr14",20393357,20394133,777,"*","chr14:20393357-20394133",3834,2765,TRUE
184673,"chr3",105687132,105688240,1109,"*","chr3:105687132-105688240",3834,6054,TRUE
284791,"chr9",59291090,59292158,1069,"*","chr9:59291090-59292158",3833,9514,TRUE
122301,"chr17",24470042,24470740,699,"*","chr17:24470042-24470740",3827,3957,TRUE
253675,"chr7",89433354,89434919,1566,"*","chr7:89433354-89434919",3827,8442,TRUE
247146,"chr7",28741583,28742610,1028,"*","chr7:28741583-28742610",3826,8184,TRUE
82922,"chr13",115101443,115102604,1162,"*","chr13:115101443-115102604",3824,2717,TRUE
205542,"chr4",136143290,136144126,837,"*","chr4:136143290-136144126",3822,6698,TRUE
102807,"chr15",73060483,73061626,1144,"*","chr15:73060483-73061626",3820,3253,TRUE
54585,"chr11",116674645,116675997,1353,"*","chr11:116674645-116675997",3818,1925,TRUE
22375,"chr10",11280622,11282330,1709,"*","chr10:11280622-11282330",3817,611,TRUE
141534,"chr18",80469393,80470613,1221,"*","chr18:80469393-80470613",3817,4593,TRUE
199065,"chr4",96330446,96331582,1137,"*","chr4:96330446-96331582",3815,6414,TRUE
48744,"chr11",86200820,86201867,1048,"*","chr11:86200820-86201867",3808,1628,TRUE
250911,"chr7",68072576,68074110,1535,"*","chr7:68072576-68074110",3807,8368,TRUE
42564,"chr11",51584205,51585381,1177,"*","chr11:51584205-51585381",3806,1313,TRUE
115819,"chr16",55821669,55822863,1195,"*","chr16:55821669-55822863",3806,3779,TRUE
153513,"chr2",24934521,24935964,1444,"*","chr2:24934521-24935964",3805,5045,TRUE
240532,"chr6",115853036,115854034,999,"*","chr6:115853036-115854034",3805,7884,TRUE
48315,"chr11",83819801,83820730,930,"*","chr11:83819801-83820730",3804,1611,TRUE
104007,"chr15",78982632,78984545,1914,"*","chr15:78982632-78984545",3804,3322,TRUE
51510,"chr11",101119615,101120511,897,"*","chr11:101119615-101120511",3802,1777,TRUE
292205,"chr9",110653870,110654569,700,"*","chr9:110653870-110654569",3789,9788,TRUE
162263,"chr2",93461937,93463414,1478,"*","chr2:93461937-93463414",3785,5340,TRUE
279315,"chr9",21091563,21092505,943,"*","chr9:21091563-21092505",3785,9328,TRUE
55693,"chr11",120726699,120727711,1013,"*","chr11:120726699-120727711",3784,1989,TRUE
98273,"chr15",28025718,28026539,822,"*","chr15:28025718-28026539",3781,3141,TRUE
215722,"chr5",66052627,66053597,971,"*","chr5:66052627-66053597",3781,7080,TRUE
279398,"chr9",21424626,21425283,658,"*","chr9:21424626-21425283",3781,9336,TRUE
284411,"chr9",57560938,57562081,1144,"*","chr9:57560938-57562081",3779,9504,TRUE
42249,"chr11",49846476,49847400,925,"*","chr11:49846476-49847400",3775,1297,TRUE
39896,"chr11",29692388,29693281,894,"*","chr11:29692388-29693281",3774,1245,TRUE
50553,"chr11",96777429,96778095,667,"*","chr11:96777429-96778095",3772,1704,TRUE
89829,"chr14",60634133,60635441,1309,"*","chr14:60634133-60635441",3771,2957,TRUE
227504,"chr5",148552321,148553256,936,"*","chr5:148552321-148553256",3770,7507,TRUE
261299,"chr7",141123084,141123755,672,"*","chr7:141123084-141123755",3768,8709,TRUE
193609,"chr4",42949613,42950616,1004,"*","chr4:42949613-42950616",3767,6282,TRUE
178182,"chr3",51483599,51484611,1013,"*","chr3:51483599-51484611",3766,5825,TRUE
209496,"chr4",156059129,156060360,1232,"*","chr4:156059129-156060360",3758,6888,TRUE
37582,"chr11",5520611,5522494,1884,"*","chr11:5520611-5522494",3757,1169,TRUE
79240,"chr13",93303443,93304877,1435,"*","chr13:93303443-93304877",3752,2628,TRUE
217944,"chr5",90223692,90224527,836,"*","chr5:90223692-90224527",3751,7137,TRUE
2657,"chr1",37996993,37997724,732,"*","chr1:37996993-37997724",3750,68,TRUE
200741,"chr4",106778298,106779060,763,"*","chr4:106778298-106779060",3749,6457,TRUE
211742,"chr5",29569011,29570126,1116,"*","chr5:29569011-29570126",3749,6950,TRUE
9391,"chr1",91249853,91250638,786,"*","chr1:91249853-91250638",3748,258,TRUE
209012,"chr4",154025523,154026514,992,"*","chr4:154025523-154026514",3747,6853,TRUE
152795,"chr2",18027370,18029260,1891,"*","chr2:18027370-18029260",3742,5028,TRUE
42502,"chr11",51262760,51264002,1243,"*","chr11:51262760-51264002",3741,1312,TRUE
23406,"chr10",19933615,19935373,1759,"*","chr10:19933615-19935373",3740,636,TRUE
245238,"chr6",148211721,148212580,860,"*","chr6:148211721-148212580",3739,8017,TRUE
282441,"chr9",44799122,44800302,1181,"*","chr9:44799122-44800302",3735,9436,TRUE
110986,"chr16",20535306,20536072,767,"*","chr16:20535306-20536072",3732,3664,TRUE
164955,"chr2",119593886,119595156,1271,"*","chr2:119593886-119595156",3729,5409,TRUE
2331,"chr1",36511546,36513037,1492,"*","chr1:36511546-36513037",3728,55,TRUE
223376,"chr5",123394097,123395119,1023,"*","chr5:123394097-123395119",3728,7321,TRUE
249010,"chr7",45714764,45715712,949,"*","chr7:45714764-45715712",3727,8315,TRUE
182974,"chr3",95433919,95434926,1008,"*","chr3:95433919-95434926",3721,5971,TRUE
254774,"chr7",98815058,98816773,1716,"*","chr7:98815058-98816773",3719,8474,TRUE
55625,"chr11",120489496,120490144,649,"*","chr11:120489496-120490144",3717,1972,TRUE
223270,"chr5",123014677,123015898,1222,"*","chr5:123014677-123015898",3717,7308,TRUE
123268,"chr17",28313052,28314243,1192,"*","chr17:28313052-28314243",3709,4018,TRUE
282101,"chr9",43261404,43264709,3306,"*","chr9:43261404-43264709",3709,9406,TRUE
294183,"chr9",121718893,121720303,1411,"*","chr9:121718893-121720303",3708,9843,TRUE
31556,"chr10",85916599,85917521,923,"*","chr10:85916599-85917521",3700,954,TRUE
268471,"chr8",64733296,64734135,840,"*","chr8:64733296-64734135",3700,8912,TRUE
46607,"chr11",75348173,75349027,855,"*","chr11:75348173-75349027",3699,1530,TRUE
100771,"chr15",55265588,55266619,1032,"*","chr15:55265588-55266619",3695,3208,TRUE
169932,"chr2",156007806,156008472,667,"*","chr2:156007806-156008472",3694,5589,TRUE
269178,"chr8",70797062,70798314,1253,"*","chr8:70797062-70798314",3693,8961,TRUE
86381,"chr14",30009836,30010740,905,"*","chr14:30009836-30010740",3688,2824,TRUE
271926,"chr8",91379004,91379790,787,"*","chr8:91379004-91379790",3686,9082,TRUE
206140,"chr4",138325554,138326947,1394,"*","chr4:138325554-138326947",3685,6721,TRUE
51845,"chr11",102430176,102431449,1274,"*","chr11:102430176-102431449",3684,1805,TRUE
106021,"chr15",89195574,89197012,1439,"*","chr15:89195574-89197012",3681,3433,TRUE
226860,"chr5",144254426,144257065,2640,"*","chr5:144254426-144257065",3680,7484,TRUE
231135,"chr6",35133453,35134272,820,"*","chr6:35133453-35134272",3680,7593,TRUE
267342,"chr8",47989729,47991622,1894,"*","chr8:47989729-47991622",3678,8893,TRUE
10728,"chr1",118388345,118390322,1978,"*","chr1:118388345-118390322",3677,299,TRUE
108026,"chr15",101078335,101079432,1098,"*","chr15:101078335-101079432",3670,3514,TRUE
214802,"chr5",53590234,53590940,707,"*","chr5:53590234-53590940",3664,7056,TRUE
126959,"chr17",53689111,53690074,964,"*","chr17:53689111-53690074",3658,4199,TRUE
115937,"chr16",56716891,56717994,1104,"*","chr16:56716891-56717994",3657,3786,TRUE
29702,"chr10",75565632,75566722,1091,"*","chr10:75565632-75566722",3655,800,TRUE
212275,"chr5",32713750,32714518,769,"*","chr5:32713750-32714518",3655,6978,TRUE
203562,"chr4",126753291,126754337,1047,"*","chr4:126753291-126754337",3652,6587,TRUE
110696,"chr16",18288964,18289779,816,"*","chr16:18288964-18289779",3651,3652,TRUE
180300,"chr3",69316079,69317632,1554,"*","chr3:69316079-69317632",3649,5863,TRUE
279990,"chr9",27029200,27031017,1818,"*","chr9:27029200-27031017",3649,9369,TRUE
75758,"chr13",55189799,55190808,1010,"*","chr13:55189799-55190808",3642,2520,TRUE
62991,"chr12",77238024,77239493,1470,"*","chr12:77238024-77239493",3638,2168,TRUE
208653,"chr4",151996064,151997007,944,"*","chr4:151996064-151997007",3636,6840,TRUE
8270,"chr1",86440460,86443227,2768,"*","chr1:86440460-86443227",3635,231,TRUE
52118,"chr11",103734626,103736132,1507,"*","chr11:103734626-103736132",3633,1827,TRUE
53381,"chr11",110379574,110380636,1063,"*","chr11:110379574-110380636",3633,1875,TRUE
104106,"chr15",79327343,79328757,1415,"*","chr15:79327343-79328757",3625,3330,TRUE
55538,"chr11",120184547,120185822,1276,"*","chr11:120184547-120185822",3624,1958,TRUE
125998,"chr17",46751638,46752719,1082,"*","chr17:46751638-46752719",3623,4179,TRUE
252841,"chr7",81211968,81213626,1659,"*","chr7:81211968-81213626",3623,8421,TRUE
128032,"chr17",66100854,66102234,1381,"*","chr17:66100854-66102234",3622,4244,TRUE
51116,"chr11",98951246,98952145,900,"*","chr11:98951246-98952145",3620,1757,TRUE
232583,"chr6",49319081,49319792,712,"*","chr6:49319081-49319792",3620,7651,TRUE
290942,"chr9",102779295,102780118,824,"*","chr9:102779295-102780118",3616,9699,TRUE
183057,"chr3",95893386,95894856,1471,"*","chr3:95893386-95894856",3611,5982,TRUE
178115,"chr3",51184731,51185982,1252,"*","chr3:51184731-51185982",3608,5818,TRUE
60552,"chr12",52602530,52604396,1867,"*","chr12:52602530-52604396",3603,2102,TRUE
100740,"chr15",55112115,55113871,1757,"*","chr15:55112115-55113871",3603,3207,TRUE
255522,"chr7",101969774,101971599,1826,"*","chr7:101969774-101971599",3603,8506,TRUE
269308,"chr8",71610801,71611796,996,"*","chr8:71610801-71611796",3603,8979,TRUE
252609,"chr7",80324053,80324864,812,"*","chr7:80324053-80324864",3600,8410,TRUE
203856,"chr4",128993000,128993596,597,"*","chr4:128993000-128993596",3598,6596,TRUE
292078,"chr9",109875317,109876574,1258,"*","chr9:109875317-109876574",3597,9779,TRUE
148365,"chr19",44741321,44743530,2210,"*","chr19:44741321-44743530",3591,4900,TRUE
85637,"chr14",25451279,25452534,1256,"*","chr14:25451279-25452534",3590,2796,TRUE
198268,"chr4",86748156,86749410,1255,"*","chr4:86748156-86749410",3590,6395,TRUE
132526,"chr18",9449421,9450719,1299,"*","chr18:9449421-9450719",3589,4353,TRUE
272680,"chr8",95331324,95332706,1383,"*","chr8:95331324-95332706",3589,9114,TRUE
221512,"chr5",114567192,114568392,1201,"*","chr5:114567192-114568392",3588,7233,TRUE
291934,"chr9",108566799,108567937,1139,"*","chr9:108566799-108567937",3586,9765,TRUE
193347,"chr4",40702654,40704175,1522,"*","chr4:40702654-40704175",3585,6262,TRUE
72430,"chr13",36116966,36118207,1242,"*","chr13:36116966-36118207",3582,2423,TRUE
44232,"chr11",61266729,61267775,1047,"*","chr11:61266729-61267775",3580,1399,TRUE
103871,"chr15",78531879,78532641,763,"*","chr15:78531879-78532641",3580,3317,TRUE
280427,"chr9",31029845,31031302,1458,"*","chr9:31029845-31031302",3579,9371,TRUE
147865,"chr19",42045405,42046253,849,"*","chr19:42045405-42046253",3577,4881,TRUE
142713,"chr19",4755751,4757171,1421,"*","chr19:4755751-4757171",3574,4642,TRUE
203601,"chr4",127021050,127021643,594,"*","chr4:127021050-127021643",3572,6588,TRUE
140715,"chr18",75385943,75386818,876,"*","chr18:75385943-75386818",3570,4577,TRUE
154707,"chr2",30440345,30442295,1951,"*","chr2:30440345-30442295",3570,5117,TRUE
13026,"chr1",134415033,134415997,965,"*","chr1:134415033-134415997",3569,367,TRUE
137819,"chr18",56707490,56709332,1843,"*","chr18:56707490-56709332",3569,4505,TRUE
217582,"chr5",86172318,86173337,1020,"*","chr5:86172318-86173337",3567,7122,TRUE
185407,"chr3",113629737,113630550,814,"*","chr3:113629737-113630550",3566,6086,TRUE
234047,"chr6",56923566,56924623,1058,"*","chr6:56923566-56924623",3566,7684,TRUE
46676,"chr11",75630662,75631354,693,"*","chr11:75630662-75631354",3565,1539,TRUE
124428,"chr17",33718181,33719176,996,"*","chr17:33718181-33719176",3564,4073,TRUE
170009,"chr2",156432460,156433839,1380,"*","chr2:156432460-156433839",3563,5594,TRUE
221839,"chr5",115731294,115733278,1985,"*","chr5:115731294-115733278",3563,7257,TRUE
79841,"chr13",96670611,96671432,822,"*","chr13:96670611-96671432",3561,2642,TRUE
214626,"chr5",52833580,52834468,889,"*","chr5:52833580-52834468",3556,7049,TRUE
18985,"chr1",181841705,181842910,1206,"*","chr1:181841705-181842910",3555,540,TRUE
275662,"chr8",119778056,119778871,816,"*","chr8:119778056-119778871",3555,9216,TRUE
191532,"chr4",11485637,11486345,709,"*","chr4:11485637-11486345",3554,6219,TRUE
110518,"chr16",17405415,17407001,1587,"*","chr16:17405415-17407001",3552,3635,TRUE
163237,"chr2",104590092,104590910,819,"*","chr2:104590092-104590910",3552,5360,TRUE
269167,"chr8",70754491,70755028,538,"*","chr8:70754491-70755028",3550,8956,TRUE
43198,"chr11",54860390,54861141,752,"*","chr11:54860390-54861141",3549,1345,TRUE
204188,"chr4",130359715,130360481,767,"*","chr4:130359715-130360481",3549,6619,TRUE
268909,"chr8",69749655,69750479,825,"*","chr8:69749655-69750479",3548,8924,TRUE
209332,"chr4",155233951,155236153,2203,"*","chr4:155233951-155236153",3547,6866,TRUE
25525,"chr10",39982666,39983351,686,"*","chr10:39982666-39983351",3545,676,TRUE
124845,"chr17",35700001,35701256,1256,"*","chr17:35700001-35701256",3545,4119,TRUE
119086,"chr16",93831922,93832991,1070,"*","chr16:93831922-93832991",3544,3845,TRUE
212014,"chr5",31240624,31241802,1179,"*","chr5:31240624-31241802",3541,6970,TRUE
218476,"chr5",93206000,93207462,1463,"*","chr5:93206000-93207462",3541,7151,TRUE
75010,"chr13",51644899,51645599,701,"*","chr13:51644899-51645599",3540,2493,TRUE
92955,"chr14",79587134,79588058,925,"*","chr14:79587134-79588058",3539,3044,TRUE
215914,"chr5",66618040,66619232,1193,"*","chr5:66618040-66619232",3539,7088,TRUE
104340,"chr15",80233682,80234480,799,"*","chr15:80233682-80234480",3538,3343,TRUE
235622,"chr6",82029681,82031126,1446,"*","chr6:82029681-82031126",3538,7733,TRUE
212395,"chr5",33377954,33379071,1118,"*","chr5:33377954-33379071",3535,6986,TRUE
269470,"chr8",72548030,72549197,1168,"*","chr8:72548030-72549197",3535,8991,TRUE
14015,"chr1",143776679,143777998,1320,"*","chr1:143776679-143777998",3533,391,TRUE
142465,"chr19",3767405,3769319,1915,"*","chr19:3767405-3769319",3532,4615,TRUE
37622,"chr11",5761895,5762784,890,"*","chr11:5761895-5762784",3531,1173,TRUE
70716,"chr13",23620823,23622916,2094,"*","chr13:23620823-23622916",3531,2386,TRUE
122287,"chr17",24426485,24427239,755,"*","chr17:24426485-24427239",3529,3955,TRUE
242626,"chr6",128802875,128803606,732,"*","chr6:128802875-128803606",3528,7961,TRUE
274461,"chr8",111643187,111644825,1639,"*","chr8:111643187-111644825",3527,9180,TRUE
135550,"chr18",38337787,38339376,1590,"*","chr18:38337787-38339376",3526,4461,TRUE
193838,"chr4",44167467,44168719,1253,"*","chr4:44167467-44168719",3526,6302,TRUE
148372,"chr19",44755465,44757395,1931,"*","chr19:44755465-44757395",3525,4902,TRUE
108274,"chr15",102100241,102101433,1193,"*","chr15:102100241-102101433",3522,3525,TRUE
154677,"chr2",30265756,30267425,1670,"*","chr2:30265756-30267425",3521,5113,TRUE
269293,"chr8",71542724,71543447,724,"*","chr8:71542724-71543447",3521,8976,TRUE
50594,"chr11",96943836,96944514,679,"*","chr11:96943836-96944514",3518,1714,TRUE
247264,"chr7",29180326,29181086,761,"*","chr7:29180326-29181086",3517,8196,TRUE
60041,"chr12",44268477,44269916,1440,"*","chr12:44268477-44269916",3513,2093,TRUE
243120,"chr6",134897680,134898991,1312,"*","chr6:134897680-134898991",3509,7976,TRUE
101331,"chr15",59047504,59048669,1166,"*","chr15:59047504-59048669",3508,3220,TRUE
77253,"chr13",64432104,64433173,1070,"*","chr13:64432104-64433173",3505,2571,TRUE
202566,"chr4",119538782,119540686,1905,"*","chr4:119538782-119540686",3504,6547,TRUE
279544,"chr9",22085070,22086457,1388,"*","chr9:22085070-22086457",3503,9354,TRUE
51982,"chr11",103102810,103103369,560,"*","chr11:103102810-103103369",3501,1812,TRUE
121489,"chr17",12960227,12961140,914,"*","chr17:12960227-12961140",3499,3905,TRUE
251997,"chr7",75455271,75456280,1010,"*","chr7:75455271-75456280",3499,8386,TRUE
283457,"chr9",50767906,50768900,995,"*","chr9:50767906-50768900",3498,9467,TRUE
138727,"chr18",61952103,61954170,2068,"*","chr18:61952103-61954170",3497,4525,TRUE
207118,"chr4",142083711,142085737,2027,"*","chr4:142083711-142085737",3497,6767,TRUE
234005,"chr6",56714708,56715708,1001,"*","chr6:56714708-56715708",3495,7682,TRUE
36890,"chr10",128368320,128369525,1206,"*","chr10:128368320-128369525",3494,1106,TRUE
73163,"chr13",41358204,41359425,1222,"*","chr13:41358204-41359425",3494,2440,TRUE
143493,"chr19",8785982,8786718,737,"*","chr19:8785982-8786718",3494,4735,TRUE
40292,"chr11",32220911,32222643,1733,"*","chr11:32220911-32222643",3492,1265,TRUE
186334,"chr3",122618683,122621280,2598,"*","chr3:122618683-122621280",3492,6119,TRUE
274379,"chr8",111299825,111300759,935,"*","chr8:111299825-111300759",3492,9175,TRUE
245850,"chr7",13037763,13038740,978,"*","chr7:13037763-13038740",3491,8066,TRUE
30052,"chr10",77258906,77259825,920,"*","chr10:77258906-77259825",3489,828,TRUE
135122,"chr18",35561878,35563162,1285,"*","chr18:35561878-35563162",3489,4423,TRUE
143645,"chr19",10100577,10102462,1886,"*","chr19:10100577-10102462",3489,4755,TRUE
191482,"chr4",11155956,11156810,855,"*","chr4:11155956-11156810",3488,6215,TRUE
131560,"chr17",88440378,88442331,1954,"*","chr17:88440378-88442331",3484,4333,TRUE
21869,"chr10",7211123,7213111,1989,"*","chr10:7211123-7213111",3483,601,TRUE
217311,"chr5",77309572,77310822,1251,"*","chr5:77309572-77310822",3483,7117,TRUE
125948,"chr17",46556022,46556970,949,"*","chr17:46556022-46556970",3473,4171,TRUE
149921,"chr19",55580296,55581311,1016,"*","chr19:55580296-55581311",3472,4959,TRUE
268045,"chr8",60632464,60633469,1006,"*","chr8:60632464-60633469",3469,8902,TRUE
165119,"chr2",120567192,120568314,1123,"*","chr2:120567192-120568314",3468,5415,TRUE
279559,"chr9",22156584,22157412,829,"*","chr9:22156584-22157412",3463,9356,TRUE
192224,"chr4",21847565,21848768,1204,"*","chr4:21847565-21848768",3462,6233,TRUE
110144,"chr16",13902582,13903941,1360,"*","chr16:13902582-13903941",3461,3617,TRUE
220540,"chr5",110107294,110108627,1334,"*","chr5:110107294-110108627",3460,7208,TRUE
142614,"chr19",4333438,4334462,1025,"*","chr19:4333438-4334462",3458,4635,TRUE
291924,"chr9",108507549,108508377,829,"*","chr9:108507549-108508377",3458,9762,TRUE
27456,"chr10",59879023,59880439,1417,"*","chr10:59879023-59880439",3457,736,TRUE
206066,"chr4",137993059,137993814,756,"*","chr4:137993059-137993814",3457,6717,TRUE
275310,"chr8",117333768,117335456,1689,"*","chr8:117333768-117335456",3457,9207,TRUE
133936,"chr18",23803579,23804713,1135,"*","chr18:23803579-23804713",3456,4377,TRUE
227616,"chr5",148958991,148960750,1760,"*","chr5:148958991-148960750",3455,7510,TRUE
180264,"chr3",69126030,69127717,1688,"*","chr3:69126030-69127717",3454,5862,TRUE
291542,"chr9",106447397,106448024,628,"*","chr9:106447397-106448024",3452,9720,TRUE
