"peak_index","seqnames","start","end","width","strand","name","peak_detection","top_peak_col","p_value","fdr","is_batch_peak"
69926,"chr13",14612944,14613656,713,"*","chr13:14612944-14613656",3312,2363,0.329717015929471,0.407058044357372,FALSE
127045,"chr17",56008381,56009773,1393,"*","chr17:56008381-56009773",3312,4205,3.39194542749451e-25,7.67408467758939e-24,TRUE
4468,"chr1",55405578,55406600,1023,"*","chr1:55405578-55406600",3311,112,7.99021927301748e-05,0.000206572370036646,TRUE
10790,"chr1",118672079,118672818,740,"*","chr1:118672079-118672818",3311,302,0.150135169410598,0.203269928798535,FALSE
86373,"chr14",29968156,29968906,751,"*","chr14:29968156-29968906",3311,2820,0.00459938374149489,0.00875406117528529,TRUE
219833,"chr5",104046544,104047350,807,"*","chr5:104046544-104047350",3311,7179,1.72371158511492e-11,1.01038193734755e-10,TRUE
153644,"chr2",25546700,25547398,699,"*","chr2:25546700-25547398",3309,5061,1.92811221655131e-06,6.29690469154576e-06,TRUE
85870,"chr14",26969971,26971009,1039,"*","chr14:26969971-26971009",3308,2812,9.36071477618046e-09,4.02438296482393e-08,TRUE
102353,"chr15",67083022,67083649,628,"*","chr15:67083022-67083649",3308,3248,0.875918748134933,0.928288835294964,FALSE
148435,"chr19",45016266,45018420,2155,"*","chr19:45016266-45018420",3308,4906,4.10368021776758e-05,0.000110730712837765,TRUE
63499,"chr12",80113014,80113913,900,"*","chr12:80113014-80113913",3307,2179,8.39566128551444e-29,2.45487172091066e-27,TRUE
133334,"chr18",14782962,14783962,1001,"*","chr18:14782962-14783962",3307,4371,0.0883649138118029,0.126924610473719,FALSE
252663,"chr7",80534760,80535601,842,"*","chr7:80534760-80535601",3307,8413,0.000259193815080148,0.000614203353270493,TRUE
282334,"chr9",44378875,44379958,1084,"*","chr9:44378875-44379958",3307,9423,0.000472633960808627,0.00107319246323485,TRUE
129701,"chr17",78835038,78836002,965,"*","chr17:78835038-78836002",3305,4283,0.0851911054401887,0.122895420427277,FALSE
183315,"chr3",97171738,97173114,1377,"*","chr3:97171738-97173114",3305,6006,0.000907455807582817,0.00196674427304468,TRUE
247975,"chr7",35447589,35449405,1817,"*","chr7:35447589-35449405",3305,8239,0.7752015287102,0.836894408324629,FALSE
297163,"chrX",74084696,74086264,1569,"*","chrX:74084696-74086264",3304,9927,3.63955781502546e-06,1.13240753423319e-05,TRUE
7829,"chr1",82634518,82635245,728,"*","chr1:82634518-82635245",3303,221,0.887032972257128,0.937666989700981,FALSE
49377,"chr11",88863921,88865145,1225,"*","chr11:88863921-88865145",3303,1660,7.27201840225483e-11,4.02129645190036e-10,TRUE
266549,"chr8",41374121,41375259,1139,"*","chr8:41374121-41375259",3303,8870,2.25141340549814e-12,1.45252477774074e-11,TRUE
6190,"chr1",71102353,71103558,1206,"*","chr1:71102353-71103558",3302,156,0.000210513255198117,0.000507995306945262,TRUE
257941,"chr7",120981666,120982973,1308,"*","chr7:120981666-120982973",3302,8588,0.0553753681164973,0.0835980798860165,FALSE
234084,"chr6",57702567,57703692,1126,"*","chr6:57702567-57703692",3301,7687,0.0370088140999336,0.0579712000312243,FALSE
48975,"chr11",87422453,87423496,1044,"*","chr11:87422453-87423496",3300,1643,0.000161752042386773,0.000398993691136587,TRUE
74668,"chr13",48968077,48968856,780,"*","chr13:48968077-48968856",3300,2483,1.14988979383611e-29,3.52726930624573e-28,TRUE
286918,"chr9",69289393,69291006,1614,"*","chr9:69289393-69291006",3300,9590,0.276214924175297,0.347751561731686,FALSE
288266,"chr9",77910235,77911402,1168,"*","chr9:77910235-77911402",3300,9619,0.762917003203501,0.825846507039944,FALSE
77298,"chr13",66932390,66933846,1457,"*","chr13:66932390-66933846",3299,2575,1.68649000300916e-09,7.88816652483237e-09,TRUE
211829,"chr5",30232095,30233152,1058,"*","chr5:30232095-30233152",3299,6953,0.0684364496105456,0.101147575540268,FALSE
286222,"chr9",65629164,65631353,2190,"*","chr9:65629164-65631353",3299,9570,1.80287975814453e-09,8.40895409582338e-09,TRUE
203747,"chr4",128654425,128655346,922,"*","chr4:128654425-128655346",3298,6593,5.56372695952227e-18,6.36582031981954e-17,TRUE
18569,"chr1",179546007,179547009,1003,"*","chr1:179546007-179547009",3296,521,0.463261720606803,0.544117595262865,FALSE
192070,"chr4",19708699,19709630,932,"*","chr4:19708699-19709630",3296,6231,0.00606141499723195,0.0112331634492809,TRUE
242760,"chr6",129532689,129533931,1243,"*","chr6:129532689-129533931",3296,7967,0.0953597825092807,0.135724142484032,FALSE
285222,"chr9",61367940,61369073,1134,"*","chr9:61367940-61369073",3296,9525,0.00409919599578672,0.00788913779019769,TRUE
115287,"chr16",49855109,49856393,1285,"*","chr16:49855109-49856393",3295,3774,1.46563369333043e-08,6.17889415400689e-08,TRUE
30324,"chr10",78464485,78465497,1013,"*","chr10:78464485-78465497",3294,839,2.58276006108503e-09,1.17612024639573e-08,TRUE
206979,"chr4",141623172,141624396,1225,"*","chr4:141623172-141624396",3294,6758,0.0559179246077509,0.0842899074581714,FALSE
108670,"chr16",3846943,3847728,786,"*","chr16:3846943-3847728",3293,3549,5.52656821157128e-32,2.07765722239522e-30,TRUE
259938,"chr7",132930966,132932027,1062,"*","chr7:132930966-132932027",3293,8680,0.00943621943023317,0.0166894577825136,TRUE
293641,"chr9",119119449,119120325,877,"*","chr9:119119449-119120325",3293,9819,0.0137162984091618,0.0235190301940359,TRUE
45581,"chr11",69364533,69365482,950,"*","chr11:69364533-69365482",3292,1445,0.197369324197559,0.259150898368643,FALSE
49873,"chr11",94158520,94159988,1469,"*","chr11:94158520-94159988",3292,1677,0.0319182036644926,0.0507121125905508,FALSE
161767,"chr2",91236725,91237607,883,"*","chr2:91236725-91237607",3292,5322,7.72761333638178e-05,0.00020009356127348,TRUE
205593,"chr4",136309975,136311842,1868,"*","chr4:136309975-136311842",3292,6703,0.384782136793456,0.464488335095914,FALSE
169567,"chr2",153740950,153741946,997,"*","chr2:153740950-153741946",3291,5564,2.75787874132426e-06,8.77746257582516e-06,TRUE
81183,"chr13",103920259,103922437,2179,"*","chr13:103920259-103922437",3290,2672,0.00421793963711973,0.00809274680951597,TRUE
142574,"chr19",4169418,4170185,768,"*","chr19:4169418-4170185",3290,4629,1.2985733197647e-10,6.97925560809861e-10,TRUE
221779,"chr5",115508729,115509819,1091,"*","chr5:115508729-115509819",3290,7250,0.00537389268451349,0.0100937127808292,TRUE
141482,"chr18",80255735,80257195,1461,"*","chr18:80255735-80257195",3289,4591,0.00161716442084169,0.00335929460083442,TRUE
148369,"chr19",44750627,44751500,874,"*","chr19:44750627-44751500",3288,4901,4.97891113639095e-05,0.000132558869445979,TRUE
225925,"chr5",139484210,139485005,796,"*","chr5:139484210-139485005",3288,7449,0.00139636182475451,0.00293353324528259,TRUE
54260,"chr11",115603551,115604626,1076,"*","chr11:115603551-115604626",3287,1895,8.14632063910026e-05,0.00021049924132042,TRUE
286286,"chr9",65908566,65909733,1168,"*","chr9:65908566-65909733",3287,9574,0.00109842198540747,0.00234405033164206,TRUE
84279,"chr14",17659819,17661461,1643,"*","chr14:17659819-17661461",3286,2753,0.000125620319509201,0.000314522582646974,TRUE
191624,"chr4",11965725,11967139,1415,"*","chr4:11965725-11967139",3286,6220,0.00241765724013367,0.00486254473075959,TRUE
216166,"chr5",67847045,67848214,1170,"*","chr5:67847045-67848214",3286,7093,0.0041024431788413,0.00789234932443497,TRUE
236676,"chr6",87671904,87672681,778,"*","chr6:87671904-87672681",3286,7783,4.71826552768255e-60,1.96594396986773e-57,TRUE
57917,"chr12",24973716,24975879,2164,"*","chr12:24973716-24975879",3285,2055,0.0016333394543057,0.00338867106702427,TRUE
36750,"chr10",127676825,127677383,559,"*","chr10:127676825-127677383",3284,1091,4.67327875033333e-27,1.22337140061082e-25,TRUE
55831,"chr11",121421002,121422063,1062,"*","chr11:121421002-121422063",3284,1999,0.00314793443555479,0.00619916194477116,TRUE
182206,"chr3",89177202,89178029,828,"*","chr3:89177202-89178029",3284,5918,0.332721384607683,0.410159497790537,FALSE
248824,"chr7",44997154,44998216,1063,"*","chr7:44997154-44998216",3284,8286,0.00213815314655759,0.00434583972877559,TRUE
258085,"chr7",122066877,122067731,855,"*","chr7:122066877-122067731",3284,8592,0.109578931214982,0.153085961462674,FALSE
202495,"chr4",119173849,119174666,818,"*","chr4:119173849-119174666",3283,6541,3.21521283708306e-20,4.55412583156241e-19,TRUE
55586,"chr11",120315929,120317412,1484,"*","chr11:120315929-120317412",3282,1965,1.72983411757128e-05,4.91709527450619e-05,TRUE
127810,"chr17",64600102,64601866,1765,"*","chr17:64600102-64601866",3282,4237,0.206038116184425,0.269119796479134,FALSE
236377,"chr6",86365271,86366170,900,"*","chr6:86365271-86366170",3282,7771,2.1204472537425e-16,2.07074927123291e-15,TRUE
75646,"chr13",54564969,54566616,1648,"*","chr13:54564969-54566616",3281,2512,1,1,FALSE
118274,"chr16",90283494,90285067,1574,"*","chr16:90283494-90285067",3281,3825,1.43838940333504e-05,4.12855741485373e-05,TRUE
264067,"chr8",18846034,18847165,1132,"*","chr8:18846034-18847165",3281,8807,2.1791272010046e-06,7.06133247247114e-06,TRUE
247012,"chr7",28049803,28050584,782,"*","chr7:28049803-28050584",3280,8170,0.00177292083426094,0.00365550687476482,TRUE
257287,"chr7",116268061,116269093,1033,"*","chr7:116268061-116269093",3280,8559,0.271850977298182,0.343419627713721,FALSE
269259,"chr8",71396391,71397209,819,"*","chr8:71396391-71397209",3279,8971,0.000314724008821264,0.000736713503795093,TRUE
171775,"chr2",165885633,165887723,2091,"*","chr2:165885633-165887723",3278,5654,0.000101526737486743,0.000258864705473592,TRUE
267691,"chr8",54529424,54530500,1077,"*","chr8:54529424-54530500",3278,8896,1.27781956554883e-08,5.42829042289223e-08,TRUE
273229,"chr8",104591169,104592308,1140,"*","chr8:104591169-104592308",3278,9123,0.863479732632126,0.916645151414146,FALSE
198518,"chr4",88721902,88723026,1125,"*","chr4:88721902-88723026",3277,6401,9.54466620587911e-14,7.15492219331268e-13,TRUE
205509,"chr4",136021515,136022220,706,"*","chr4:136021515-136022220",3277,6695,2.31573574209609e-29,6.93334054519788e-28,TRUE
285554,"chr9",62828600,62829330,731,"*","chr9:62828600-62829330",3277,9539,0.254246048164729,0.32355058305514,FALSE
153646,"chr2",25557349,25558543,1195,"*","chr2:25557349-25558543",3276,5062,0.0913707788936791,0.130828721210881,FALSE
289506,"chr9",90113490,90115130,1641,"*","chr9:90113490-90115130",3276,9652,0.000178448761613503,0.000437160121542143,TRUE
209629,"chr5",3595942,3596980,1039,"*","chr5:3595942-3596980",3275,6898,0.000766702290591417,0.00167915525753705,TRUE
276739,"chr8",123442883,123444065,1183,"*","chr8:123442883-123444065",3275,9255,0.0168103536891799,0.0282526952759326,TRUE
175910,"chr3",27153340,27154368,1029,"*","chr3:27153340-27154368",3274,5768,0.273063472810901,0.344690069188211,FALSE
155202,"chr2",32408514,32409631,1118,"*","chr2:32408514-32409631",3273,5153,4.73986677698416e-06,1.45038763065611e-05,TRUE
243264,"chr6",135559475,135560201,727,"*","chr6:135559475-135560201",3273,7980,0.281632287054302,0.353809405847113,FALSE
297113,"chrX",73715749,73717179,1431,"*","chrX:73715749-73717179",3273,9923,1.20068914829365e-13,8.92042457870471e-13,TRUE
248724,"chr7",44496217,44497093,877,"*","chr7:44496217-44497093",3270,8270,0.146227154918848,0.198408622685004,FALSE
248860,"chr7",45124421,45124867,447,"*","chr7:45124421-45124867",3270,8293,9.7360016144465e-18,1.08177795716072e-16,TRUE
125977,"chr17",46645797,46646597,801,"*","chr17:46645797-46646597",3269,4173,4.18715804645604e-12,2.62682437042412e-11,TRUE
147561,"chr19",40413997,40415703,1707,"*","chr19:40413997-40415703",3269,4867,0.392680544833521,0.472539765142625,FALSE
39283,"chr11",21370527,21371658,1132,"*","chr11:21370527-21371658",3268,1222,0.0307925997143292,0.0491737459507014,TRUE
80419,"chr13",99353095,99353758,664,"*","chr13:99353095-99353758",3268,2656,8.12867434122939e-19,9.84101009834067e-18,TRUE
206811,"chr4",141139178,141140207,1030,"*","chr4:141139178-141140207",3268,6749,0.000105213989446154,0.0002677200749266,TRUE
15422,"chr1",156718443,156719482,1040,"*","chr1:156718443-156719482",3267,431,6.46536626731492e-20,8.95480092425889e-19,TRUE
209772,"chr5",4756946,4758842,1897,"*","chr5:4756946-4758842",3267,6903,1.6594414925031e-08,6.931668723906e-08,TRUE
259013,"chr7",127895212,127896060,849,"*","chr7:127895212-127896060",3267,8653,0.246808252454748,0.315539671275169,FALSE
39861,"chr11",29246892,29247820,929,"*","chr11:29246892-29247820",3266,1242,0.0832913754138666,0.120502568596451,FALSE
166718,"chr2",131159521,131161234,1714,"*","chr2:131159521-131161234",3266,5487,1.44398246404646e-07,5.39201816298155e-07,TRUE
194692,"chr4",49520702,49521737,1036,"*","chr4:49520702-49521737",3266,6332,7.79395743291402e-13,5.3164784671992e-12,TRUE
232309,"chr6",47594235,47595756,1522,"*","chr6:47594235-47595756",3265,7628,0.210071386178358,0.273388061137894,FALSE
237962,"chr6",94283526,94284587,1062,"*","chr6:94283526-94284587",3265,7832,0.115297325612383,0.160135174461643,FALSE
9999,"chr1",97660650,97662488,1839,"*","chr1:97660650-97662488",3264,285,0.00437515577183576,0.0083559124748582,TRUE
27218,"chr10",58604647,58605451,805,"*","chr10:58604647-58605451",3264,730,0.000524976399057377,0.00118291212045376,TRUE
47293,"chr11",78164716,78166301,1586,"*","chr11:78164716-78166301",3264,1565,0.00216435416281979,0.0043919524407869,TRUE
288326,"chr9",78107892,78109430,1539,"*","chr9:78107892-78109430",3263,9622,3.05624141196575e-07,1.09542702937841e-06,TRUE
291786,"chr9",107872431,107873242,812,"*","chr9:107872431-107873242",3263,9747,0.00597134862874626,0.0110703534088733,TRUE
61536,"chr12",69361344,69361939,596,"*","chr12:69361344-69361939",3261,2129,2.83429425256098e-16,2.72005206579749e-15,TRUE
98561,"chr15",31601397,31602448,1052,"*","chr15:31601397-31602448",3261,3148,0.145229976989342,0.197216155607471,FALSE
135366,"chr18",36679008,36679868,861,"*","chr18:36679008-36679868",3261,4447,3.09040153318688e-06,9.75505534465556e-06,TRUE
183131,"chr3",96220674,96221763,1090,"*","chr3:96220674-96221763",3261,5990,0.00533037010027834,0.010015727358659,TRUE
43143,"chr11",54522554,54523433,880,"*","chr11:54522554-54523433",3260,1343,0.0152070130507035,0.0258183583203795,TRUE
282571,"chr9",45413135,45414551,1417,"*","chr9:45413135-45414551",3260,9445,0.00301368485844885,0.00596533028196526,TRUE
24885,"chr10",30842321,30843581,1261,"*","chr10:30842321-30843581",3259,665,0.27618167925094,0.347751561731686,FALSE
42107,"chr11",48855516,48857309,1794,"*","chr11:48855516-48857309",3259,1292,0.0478332581422043,0.0732067005543378,FALSE
86502,"chr14",30548126,30549888,1763,"*","chr14:30548126-30549888",3259,2830,0.885436845529086,0.936571616647197,FALSE
212181,"chr5",32135125,32136299,1175,"*","chr5:32135125-32136299",3259,6975,5.90351632052312e-05,0.000155110780886051,TRUE
270307,"chr8",80738503,80740097,1595,"*","chr8:80738503-80740097",3259,9011,0.516565693516778,0.597185772851766,FALSE
85162,"chr14",22782557,22784402,1846,"*","chr14:22782557-22784402",3258,2788,0.000247871988681897,0.000590452569513809,TRUE
187819,"chr3",135422774,135424349,1576,"*","chr3:135422774-135424349",3258,6151,0.00802587457202691,0.0144350262086815,TRUE
218014,"chr5",90640312,90641340,1029,"*","chr5:90640312-90641340",3258,7139,0.785429691438208,0.845457149018523,FALSE
250224,"chr7",64287337,64288228,892,"*","chr7:64287337-64288228",3258,8353,0.0087334214885483,0.0155675962362715,TRUE
43736,"chr11",58954063,58955453,1391,"*","chr11:58954063-58955453",3257,1372,0.371173865656782,0.450016810932083,FALSE
62230,"chr12",72760433,72762078,1646,"*","chr12:72760433-72762078",3257,2145,3.00053213224766e-15,2.67427106260932e-14,TRUE
64498,"chr12",85219146,85219831,686,"*","chr12:85219146-85219831",3257,2211,0.20264373543167,0.265518521267911,FALSE
219184,"chr5",100518192,100518962,771,"*","chr5:100518192-100518962",3257,7163,0.000256895983428264,0.000609335824070835,TRUE
223365,"chr5",123359457,123360150,694,"*","chr5:123359457-123360150",3257,7319,0.0081010806304939,0.0145598142172788,TRUE
177054,"chr3",36475187,36476294,1108,"*","chr3:36475187-36476294",3256,5799,0.000216873563875322,0.00052233517311012,TRUE
9443,"chr1",91455700,91456943,1244,"*","chr1:91455700-91456943",3255,264,0.232339459761186,0.299560933162952,FALSE
112424,"chr16",30063720,30064651,932,"*","chr16:30063720-30064651",3255,3698,6.10043270723705e-06,1.83637348200995e-05,TRUE
119034,"chr16",93603528,93604424,897,"*","chr16:93603528-93604424",3255,3843,0.55073880006728,0.628123631463595,FALSE
122661,"chr17",26138406,26139482,1077,"*","chr17:26138406-26139482",3255,3988,0.103473038510734,0.145818825409715,FALSE
195935,"chr4",59580747,59582130,1384,"*","chr4:59580747-59582130",3255,6356,0.00721248782257542,0.013089814560028,TRUE
256839,"chr7",113368966,113370214,1249,"*","chr7:113368966-113370214",3253,8552,0.00112390959430986,0.00239231501555951,TRUE
203110,"chr4",123916961,123918225,1265,"*","chr4:123916961-123918225",3252,6564,8.80327628652709e-10,4.26515323959646e-09,TRUE
208656,"chr4",152008285,152010817,2533,"*","chr4:152008285-152010817",3252,6841,3.51654038302719e-05,9.59754471350217e-05,TRUE
45496,"chr11",68939390,68940218,829,"*","chr11:68939390-68940218",3251,1431,4.95829328444054e-08,1.95825169211712e-07,TRUE
204959,"chr4",133910366,133911493,1128,"*","chr4:133910366-133911493",3248,6666,5.84812524543568e-06,1.76573829874266e-05,TRUE
219169,"chr5",100416014,100416800,787,"*","chr5:100416014-100416800",3248,7161,3.75609315792596e-05,0.000102067748856684,TRUE
30587,"chr10",80264569,80265335,767,"*","chr10:80264569-80265335",3247,878,2.01383375943862e-51,3.35638959906436e-49,TRUE
39376,"chr11",22437639,22439167,1529,"*","chr11:22437639-22439167",3247,1225,0.00767266423364468,0.0138495744289615,TRUE
131274,"chr17",87024997,87025914,918,"*","chr17:87024997-87025914",3247,4321,0.000336789526168509,0.000783960721993736,TRUE
191495,"chr4",11253691,11254658,968,"*","chr4:11253691-11254658",3247,6217,0.0317960522629587,0.0505501625802204,FALSE
111468,"chr16",23107179,23108668,1490,"*","chr16:23107179-23108668",3246,3681,0.924970364937575,0.969977312224806,FALSE
124811,"chr17",35516486,35517490,1005,"*","chr17:35516486-35517490",3246,4116,0.0624276246385697,0.0932312195916513,FALSE
4833,"chr1",58392218,58394153,1936,"*","chr1:58392218-58394153",3245,118,0.7918773973504,0.8506374180882,FALSE
67768,"chr12",110844789,110845801,1013,"*","chr12:110844789-110845801",3245,2303,1.76164137018822e-05,4.99614682412994e-05,TRUE
227237,"chr5",147076324,147077308,985,"*","chr5:147076324-147077308",3245,7503,0.530170193999355,0.609811587300846,FALSE
55720,"chr11",120823443,120825269,1827,"*","chr11:120823443-120825269",3244,1990,0.969302937008596,1,FALSE
294181,"chr9",121710202,121711093,892,"*","chr9:121710202-121711093",3244,9842,1.39560331892787e-05,4.01496927194438e-05,TRUE
59011,"chr12",32767872,32769120,1249,"*","chr12:32767872-32769120",3242,2075,0.0050911714855235,0.00962050545261432,TRUE
126053,"chr17",47009808,47011446,1639,"*","chr17:47009808-47011446",3242,4183,0.00303668429038689,0.00600610025788547,TRUE
276726,"chr8",123373390,123374738,1349,"*","chr8:123373390-123374738",3242,9254,0.00459536477041546,0.00874974251792738,TRUE
291709,"chr9",107568441,107569768,1328,"*","chr9:107568441-107569768",3242,9737,0.943150025558244,0.987798518598915,FALSE
103326,"chr15",75909056,75910029,974,"*","chr15:75909056-75910029",3241,3271,7.63403743135639e-18,8.55833792752958e-17,TRUE
124668,"chr17",34930976,34931744,769,"*","chr17:34930976-34931744",3241,4103,4.28044126164794e-11,2.41832839641127e-10,TRUE
153202,"chr2",20968385,20970079,1695,"*","chr2:20968385-20970079",3241,5036,2.37680720976081e-21,3.66791236074199e-20,TRUE
16594,"chr1",165236411,165237454,1044,"*","chr1:165236411-165237454",3240,467,0.7217010813939,0.789434567265259,FALSE
75824,"chr13",55536306,55537072,767,"*","chr13:55536306-55537072",3240,2532,0.000635045341786183,0.00140933276028891,TRUE
30791,"chr10",81105590,81106952,1363,"*","chr10:81105590-81106952",3239,907,9.34859769833124e-14,7.01846674048892e-13,TRUE
129014,"chr17",73107546,73108331,786,"*","chr17:73107546-73108331",3239,4265,0.657117718797707,0.7291585872145,FALSE
171476,"chr2",164822701,164823737,1037,"*","chr2:164822701-164823737",3239,5643,0.00647268020116423,0.0119070643877193,TRUE
221803,"chr5",115559349,115560182,834,"*","chr5:115559349-115560182",3239,7253,7.74462610021328e-10,3.79266704222002e-09,TRUE
134955,"chr18",34758764,34759959,1196,"*","chr18:34758764-34759959",3237,4414,0.0430755299681642,0.0665567521139743,FALSE
154058,"chr2",27426178,27427473,1296,"*","chr2:27426178-27427473",3237,5085,9.82522750024752e-09,4.22045854821629e-08,TRUE
220031,"chr5",105699651,105701105,1455,"*","chr5:105699651-105701105",3237,7183,0.452488291620022,0.533846497899979,FALSE
14829,"chr1",153332107,153334255,2149,"*","chr1:153332107-153334255",3236,409,0.000943725474824653,0.00203476816477933,TRUE
209003,"chr4",153956785,153958039,1255,"*","chr4:153956785-153958039",3235,6850,0.819010501146154,0.875947060049363,FALSE
219171,"chr5",100429169,100430043,875,"*","chr5:100429169-100430043",3235,7162,1.65116011547073e-07,6.14270876291196e-07,TRUE
134743,"chr18",33463198,33464745,1548,"*","chr18:33463198-33464745",3234,4404,4.58274246079859e-05,0.000122795885873489,TRUE
165187,"chr2",121139427,121141111,1685,"*","chr2:121139427-121141111",3234,5420,0.0452232252060379,0.0694673198249431,FALSE
204001,"chr4",129542404,129543259,856,"*","chr4:129542404-129543259",3234,6604,2.11202051371506e-20,3.05205276548418e-19,TRUE
75798,"chr13",55414425,55415969,1545,"*","chr13:55414425-55415969",3233,2529,0.948867831111345,0.9927472600035,FALSE
184786,"chr3",106721574,106722703,1130,"*","chr3:106721574-106722703",3233,6057,1.70771126860291e-15,1.53295446014624e-14,TRUE
30193,"chr10",78009020,78010208,1189,"*","chr10:78009020-78010208",3232,834,3.88585507831227e-07,1.37115563807773e-06,TRUE
54251,"chr11",115513458,115514859,1402,"*","chr11:115513458-115514859",3232,1893,1.46466964631298e-06,4.83708601820666e-06,TRUE
140432,"chr18",74215750,74217111,1362,"*","chr18:74215750-74217111",3232,4565,0.0952280664001608,0.135613879806552,FALSE
182424,"chr3",90079201,90080704,1504,"*","chr3:90079201-90080704",3231,5931,4.42857893411354e-13,3.09690834553395e-12,TRUE
202543,"chr4",119422041,119423236,1196,"*","chr4:119422041-119423236",3231,6546,0.0490836664372552,0.0750017510640369,FALSE
62795,"chr12",76369159,76371730,2572,"*","chr12:76369159-76371730",3230,2159,1.0740710714028e-07,4.08702842999544e-07,TRUE
143026,"chr19",6235748,6236665,918,"*","chr19:6235748-6236665",3230,4690,0.0615853805040734,0.0921109490039985,FALSE
20476,"chr1",190928010,190929595,1586,"*","chr1:190928010-190929595",3229,568,1.36060454546469e-07,5.10737441991249e-07,TRUE
73828,"chr13",44408947,44410015,1069,"*","chr13:44408947-44410015",3229,2460,0.0938003516543129,0.133923974377945,FALSE
246686,"chr7",25316609,25317392,784,"*","chr7:25316609-25317392",3229,8139,9.09762438538184e-07,3.07352175181819e-06,TRUE
188303,"chr3",138526299,138528315,2017,"*","chr3:138526299-138528315",3228,6159,0.579487853325493,0.655974477389057,FALSE
204745,"chr4",133084118,133086481,2364,"*","chr4:133084118-133086481",3228,6647,0.000133519393908876,0.00033363166893772,TRUE
226555,"chr5",142821488,142822169,682,"*","chr5:142821488-142822169",3228,7469,0.00121663559959136,0.00257543522352108,TRUE
46103,"chr11",72214901,72216029,1129,"*","chr11:72214901-72216029",3227,1497,0.827756670560343,0.88416649280105,FALSE
96568,"chr15",7128769,7130475,1707,"*","chr15:7128769-7130475",3227,3105,1.46644810984373e-13,1.07985869649759e-12,TRUE
124214,"chr17",31938765,31939939,1175,"*","chr17:31938765-31939939",3226,4057,0.716180531772681,0.783910389418434,FALSE
230347,"chr6",30401337,30402206,870,"*","chr6:30401337-30402206",3226,7575,0.596613146921563,0.672542017440364,FALSE
284755,"chr9",59035457,59037411,1955,"*","chr9:59035457-59037411",3226,9513,0.00768385066584141,0.0138647612158813,TRUE
289893,"chr9",95511370,95512566,1197,"*","chr9:95511370-95512566",3226,9659,0.000468675675669745,0.00106517199015851,TRUE
275602,"chr8",119558262,119559264,1003,"*","chr8:119558262-119559264",3225,9214,7.39405329514796e-18,8.30792505072805e-17,TRUE
125787,"chr17",45885595,45887267,1673,"*","chr17:45885595-45887267",3224,4159,0.0226357879076261,0.0370592467380912,TRUE
76859,"chr13",62908003,62908807,805,"*","chr13:62908003-62908807",3222,2559,0.197436738734808,0.259171355650837,FALSE
45226,"chr11",67921628,67923334,1707,"*","chr11:67921628-67923334",3221,1424,1.74683440220002e-10,9.26211241887601e-10,TRUE
286046,"chr9",64811001,64812054,1054,"*","chr9:64811001-64812054",3221,9559,3.76973341660442e-11,2.14189398670705e-10,TRUE
17603,"chr1",171328849,171330576,1728,"*","chr1:171328849-171330576",3220,495,0.384402401691456,0.464141996729601,FALSE
54584,"chr11",116671213,116671969,757,"*","chr11:116671213-116671969",3220,1924,3.62063358847455e-11,2.05951853724377e-10,TRUE
66219,"chr12",101082925,101084298,1374,"*","chr12:101082925-101084298",3220,2258,0.0794399382944019,0.115431470930546,FALSE
73153,"chr13",41335964,41336832,869,"*","chr13:41335964-41336832",3220,2439,7.25633822500874e-07,2.47825759050845e-06,TRUE
223854,"chr5",125465481,125466222,742,"*","chr5:125465481-125466222",3220,7350,7.42116066811716e-11,4.09104777735235e-10,TRUE
224884,"chr5",134314602,134315537,936,"*","chr5:134314602-134315537",3219,7376,4.23454256035543e-21,6.41597357629611e-20,TRUE
217348,"chr5",77407434,77408452,1019,"*","chr5:77407434-77408452",3218,7120,0.352474295680774,0.431108482975507,FALSE
124729,"chr17",35134750,35136157,1408,"*","chr17:35134750-35136157",3217,4110,0.000175136267653105,0.000429676809747558,TRUE
226779,"chr5",143909430,143910347,918,"*","chr5:143909430-143910347",3217,7480,1.55531977093629e-17,1.70539448567576e-16,TRUE
274482,"chr8",111726240,111727116,877,"*","chr8:111726240-111727116",3217,9183,0.720417949786644,0.788203446156066,FALSE
9819,"chr1",93444639,93446256,1618,"*","chr1:93444639-93446256",3216,276,0.0285694472165111,0.0458873228662241,TRUE
155337,"chr2",32756954,32758020,1067,"*","chr2:32756954-32758020",3215,5168,1,1,FALSE
185661,"chr3",116662138,116663067,930,"*","chr3:116662138-116663067",3215,6093,0.0104301995366196,0.0183050184917859,TRUE
20493,"chr1",191025753,191026730,978,"*","chr1:191025753-191026730",3214,569,2.03838899447095e-06,6.63970356505197e-06,TRUE
67683,"chr12",110485252,110486584,1333,"*","chr12:110485252-110486584",3214,2298,1.87481004927414e-09,8.72004674080995e-09,TRUE
82447,"chr13",112463752,112464898,1147,"*","chr13:112463752-112464898",3214,2705,0.744605170483831,0.810234135455746,FALSE
183221,"chr3",96696279,96697839,1561,"*","chr3:96696279-96697839",3214,6000,2.54338123955356e-05,7.07280656160613e-05,TRUE
31471,"chr10",85184737,85185809,1073,"*","chr10:85184737-85185809",3213,952,2.66637912963631e-12,1.70702889221275e-11,TRUE
15910,"chr1",160792055,160793506,1452,"*","chr1:160792055-160793506",3212,438,0.0108121210292946,0.0189287833145914,TRUE
61646,"chr12",69789631,69791638,2008,"*","chr12:69789631-69791638",3212,2135,0.107902230375351,0.151208282476669,FALSE
