"peak_index","seqnames","start","end","width","strand","name"
2233,"chr1",36114596,36114983,388,"*","chr1:36114596-36114983"
2234,"chr1",36115133,36115424,292,"*","chr1:36115133-36115424"
2235,"chr1",36116850,36117050,201,"*","chr1:36116850-36117050"
2236,"chr1",36118252,36118495,244,"*","chr1:36118252-36118495"
2237,"chr1",36118542,36118830,289,"*","chr1:36118542-36118830"
2238,"chr1",36119388,36120011,624,"*","chr1:36119388-36120011"
2239,"chr1",36120288,36120690,403,"*","chr1:36120288-36120690"
2240,"chr1",36121041,36121655,615,"*","chr1:36121041-36121655"
2241,"chr1",36125139,36125588,450,"*","chr1:36125139-36125588"
2242,"chr1",36128639,36128851,213,"*","chr1:36128639-36128851"
2243,"chr1",36128991,36129807,817,"*","chr1:36128991-36129807"
2244,"chr1",36131339,36131671,333,"*","chr1:36131339-36131671"
2245,"chr1",36132056,36132487,432,"*","chr1:36132056-36132487"
2246,"chr1",36133876,36134136,261,"*","chr1:36133876-36134136"
2247,"chr1",36134668,36135078,411,"*","chr1:36134668-36135078"
2248,"chr1",36137938,36138644,707,"*","chr1:36137938-36138644"
2249,"chr1",36139628,36139967,340,"*","chr1:36139628-36139967"
2250,"chr1",36145289,36145569,281,"*","chr1:36145289-36145569"
2251,"chr1",36149516,36149910,395,"*","chr1:36149516-36149910"
2252,"chr1",36160418,36160747,330,"*","chr1:36160418-36160747"
2253,"chr1",36162879,36163198,320,"*","chr1:36162879-36163198"
2254,"chr1",36173667,36173978,312,"*","chr1:36173667-36173978"
2255,"chr1",36179300,36179879,580,"*","chr1:36179300-36179879"
2256,"chr1",36180364,36180855,492,"*","chr1:36180364-36180855"
2257,"chr1",36185967,36186416,450,"*","chr1:36185967-36186416"
2258,"chr1",36200394,36200880,487,"*","chr1:36200394-36200880"
2259,"chr1",36201752,36202420,669,"*","chr1:36201752-36202420"
2260,"chr1",36204075,36204350,276,"*","chr1:36204075-36204350"
2261,"chr1",36212128,36212359,232,"*","chr1:36212128-36212359"
2262,"chr1",36213432,36213959,528,"*","chr1:36213432-36213959"
2263,"chr1",36235852,36236369,518,"*","chr1:36235852-36236369"
2264,"chr1",36243913,36244728,816,"*","chr1:36243913-36244728"
2265,"chr1",36250157,36250579,423,"*","chr1:36250157-36250579"
2266,"chr1",36251640,36251919,280,"*","chr1:36251640-36251919"
2267,"chr1",36252887,36253332,446,"*","chr1:36252887-36253332"
2268,"chr1",36254814,36255678,865,"*","chr1:36254814-36255678"
2269,"chr1",36255864,36256248,385,"*","chr1:36255864-36256248"
2270,"chr1",36262302,36262599,298,"*","chr1:36262302-36262599"
2271,"chr1",36264108,36264689,582,"*","chr1:36264108-36264689"
2272,"chr1",36270760,36271217,458,"*","chr1:36270760-36271217"
2273,"chr1",36271747,36272139,393,"*","chr1:36271747-36272139"
2274,"chr1",36272718,36273041,324,"*","chr1:36272718-36273041"
2275,"chr1",36273255,36273887,633,"*","chr1:36273255-36273887"
2276,"chr1",36277504,36277728,225,"*","chr1:36277504-36277728"
2277,"chr1",36279188,36279726,539,"*","chr1:36279188-36279726"
2278,"chr1",36296512,36296712,201,"*","chr1:36296512-36296712"
2279,"chr1",36296758,36297038,281,"*","chr1:36296758-36297038"
2280,"chr1",36303538,36304017,480,"*","chr1:36303538-36304017"
2281,"chr1",36305086,36305326,241,"*","chr1:36305086-36305326"
2282,"chr1",36307568,36308454,887,"*","chr1:36307568-36308454"
2283,"chr1",36309743,36310035,293,"*","chr1:36309743-36310035"
2284,"chr1",36317148,36317405,258,"*","chr1:36317148-36317405"
2285,"chr1",36321970,36322477,508,"*","chr1:36321970-36322477"
2286,"chr1",36323310,36324624,1315,"*","chr1:36323310-36324624"
2287,"chr1",36331964,36332254,291,"*","chr1:36331964-36332254"
2288,"chr1",36333210,36333831,622,"*","chr1:36333210-36333831"
2289,"chr1",36340496,36340890,395,"*","chr1:36340496-36340890"
2290,"chr1",36345463,36346173,711,"*","chr1:36345463-36346173"
2291,"chr1",36348900,36349368,469,"*","chr1:36348900-36349368"
2292,"chr1",36352342,36352870,529,"*","chr1:36352342-36352870"
2293,"chr1",36354152,36354362,211,"*","chr1:36354152-36354362"
2294,"chr1",36356865,36357879,1015,"*","chr1:36356865-36357879"
2295,"chr1",36361781,36362003,223,"*","chr1:36361781-36362003"
2296,"chr1",36367799,36369564,1766,"*","chr1:36367799-36369564"
2297,"chr1",36378157,36378432,276,"*","chr1:36378157-36378432"
2298,"chr1",36379700,36380019,320,"*","chr1:36379700-36380019"
2299,"chr1",36388794,36389182,389,"*","chr1:36388794-36389182"
2300,"chr1",36396971,36397557,587,"*","chr1:36396971-36397557"
2301,"chr1",36404969,36405169,201,"*","chr1:36404969-36405169"
2302,"chr1",36410522,36411103,582,"*","chr1:36410522-36411103"
2303,"chr1",36417451,36417666,216,"*","chr1:36417451-36417666"
2304,"chr1",36417804,36418247,444,"*","chr1:36417804-36418247"
2305,"chr1",36425230,36425594,365,"*","chr1:36425230-36425594"
2306,"chr1",36433032,36434198,1167,"*","chr1:36433032-36434198"
2307,"chr1",36435270,36435681,412,"*","chr1:36435270-36435681"
2308,"chr1",36436775,36437012,238,"*","chr1:36436775-36437012"
2309,"chr1",36437797,36438023,227,"*","chr1:36437797-36438023"
2310,"chr1",36444753,36445707,955,"*","chr1:36444753-36445707"
2311,"chr1",36457122,36458236,1115,"*","chr1:36457122-36458236"
2312,"chr1",36462066,36462266,201,"*","chr1:36462066-36462266"
2313,"chr1",36465854,36466171,318,"*","chr1:36465854-36466171"
2314,"chr1",36471301,36472221,921,"*","chr1:36471301-36472221"
2315,"chr1",36473410,36473636,227,"*","chr1:36473410-36473636"
2316,"chr1",36474753,36475175,423,"*","chr1:36474753-36475175"
2317,"chr1",36476038,36476302,265,"*","chr1:36476038-36476302"
2318,"chr1",36476540,36476940,401,"*","chr1:36476540-36476940"
2319,"chr1",36478309,36479198,890,"*","chr1:36478309-36479198"
2320,"chr1",36480688,36481000,313,"*","chr1:36480688-36481000"
2321,"chr1",36483945,36484430,486,"*","chr1:36483945-36484430"
2322,"chr1",36485281,36485660,380,"*","chr1:36485281-36485660"
2323,"chr1",36486488,36486750,263,"*","chr1:36486488-36486750"
2324,"chr1",36486995,36487561,567,"*","chr1:36486995-36487561"
2325,"chr1",36488474,36488829,356,"*","chr1:36488474-36488829"
2326,"chr1",36492471,36493023,553,"*","chr1:36492471-36493023"
2327,"chr1",36493556,36493829,274,"*","chr1:36493556-36493829"
2328,"chr1",36496989,36497209,221,"*","chr1:36496989-36497209"
2329,"chr1",36501315,36501832,518,"*","chr1:36501315-36501832"
2330,"chr1",36504536,36504795,260,"*","chr1:36504536-36504795"
2331,"chr1",36511546,36513037,1492,"*","chr1:36511546-36513037"
2332,"chr1",36513545,36513796,252,"*","chr1:36513545-36513796"
2333,"chr1",36513823,36514102,280,"*","chr1:36513823-36514102"
2334,"chr1",36518405,36518902,498,"*","chr1:36518405-36518902"
2335,"chr1",36523264,36524567,1304,"*","chr1:36523264-36524567"
2336,"chr1",36526926,36527385,460,"*","chr1:36526926-36527385"
2337,"chr1",36528542,36528752,211,"*","chr1:36528542-36528752"
2338,"chr1",36530509,36530931,423,"*","chr1:36530509-36530931"
2339,"chr1",36534703,36535265,563,"*","chr1:36534703-36535265"
2340,"chr1",36535961,36536621,661,"*","chr1:36535961-36536621"
2341,"chr1",36538979,36539801,823,"*","chr1:36538979-36539801"
2342,"chr1",36546934,36547792,859,"*","chr1:36546934-36547792"
2343,"chr1",36554500,36555116,617,"*","chr1:36554500-36555116"
2344,"chr1",36556076,36559173,3098,"*","chr1:36556076-36559173"
2345,"chr1",36560983,36561500,518,"*","chr1:36560983-36561500"
2346,"chr1",36563168,36563694,527,"*","chr1:36563168-36563694"
2347,"chr1",36564281,36564580,300,"*","chr1:36564281-36564580"
2348,"chr1",36567887,36569193,1307,"*","chr1:36567887-36569193"
2349,"chr1",36571597,36572605,1009,"*","chr1:36571597-36572605"
2350,"chr1",36572886,36573171,286,"*","chr1:36572886-36573171"
2351,"chr1",36574066,36574347,282,"*","chr1:36574066-36574347"
2352,"chr1",36574394,36574760,367,"*","chr1:36574394-36574760"
2353,"chr1",36578717,36578917,201,"*","chr1:36578717-36578917"
2354,"chr1",36580041,36581226,1186,"*","chr1:36580041-36581226"
2355,"chr1",36582373,36582664,292,"*","chr1:36582373-36582664"
2356,"chr1",36586318,36586780,463,"*","chr1:36586318-36586780"
2357,"chr1",36588547,36590404,1858,"*","chr1:36588547-36590404"
2358,"chr1",36595536,36596678,1143,"*","chr1:36595536-36596678"
2359,"chr1",36603474,36604099,626,"*","chr1:36603474-36604099"
2360,"chr1",36604547,36605430,884,"*","chr1:36604547-36605430"
2361,"chr1",36607128,36607623,496,"*","chr1:36607128-36607623"
2362,"chr1",36611736,36612161,426,"*","chr1:36611736-36612161"
2363,"chr1",36612443,36612899,457,"*","chr1:36612443-36612899"
2364,"chr1",36613798,36614086,289,"*","chr1:36613798-36614086"
2365,"chr1",36614878,36615078,201,"*","chr1:36614878-36615078"
2366,"chr1",36615481,36615683,203,"*","chr1:36615481-36615683"
2367,"chr1",36617097,36617374,278,"*","chr1:36617097-36617374"
2368,"chr1",36617614,36617814,201,"*","chr1:36617614-36617814"
2369,"chr1",36618142,36618447,306,"*","chr1:36618142-36618447"
2370,"chr1",36625352,36626165,814,"*","chr1:36625352-36626165"
2371,"chr1",36628756,36629083,328,"*","chr1:36628756-36629083"
2372,"chr1",36630532,36630882,351,"*","chr1:36630532-36630882"
2373,"chr1",36631945,36632575,631,"*","chr1:36631945-36632575"
2374,"chr1",36634989,36635518,530,"*","chr1:36634989-36635518"
2375,"chr1",36636011,36636222,212,"*","chr1:36636011-36636222"
2376,"chr1",36636699,36637096,398,"*","chr1:36636699-36637096"
2377,"chr1",36644139,36644412,274,"*","chr1:36644139-36644412"
2378,"chr1",36646247,36646619,373,"*","chr1:36646247-36646619"
2379,"chr1",36647744,36648174,431,"*","chr1:36647744-36648174"
2380,"chr1",36658904,36659390,487,"*","chr1:36658904-36659390"
2381,"chr1",36664443,36664957,515,"*","chr1:36664443-36664957"
2382,"chr1",36665197,36666173,977,"*","chr1:36665197-36666173"
2383,"chr1",36672739,36673274,536,"*","chr1:36672739-36673274"
2384,"chr1",36674982,36675558,577,"*","chr1:36674982-36675558"
2385,"chr1",36683579,36684660,1082,"*","chr1:36683579-36684660"
2386,"chr1",36691125,36691915,791,"*","chr1:36691125-36691915"
2387,"chr1",36696533,36697989,1457,"*","chr1:36696533-36697989"
2388,"chr1",36706966,36707237,272,"*","chr1:36706966-36707237"
2389,"chr1",36708846,36709120,275,"*","chr1:36708846-36709120"
2390,"chr1",36709445,36710430,986,"*","chr1:36709445-36710430"
2391,"chr1",36715351,36715667,317,"*","chr1:36715351-36715667"
2392,"chr1",36722751,36723098,348,"*","chr1:36722751-36723098"
2393,"chr1",36723583,36724290,708,"*","chr1:36723583-36724290"
2394,"chr1",36737368,36737842,475,"*","chr1:36737368-36737842"
2395,"chr1",36744451,36745127,677,"*","chr1:36744451-36745127"
2396,"chr1",36746699,36746926,228,"*","chr1:36746699-36746926"
2397,"chr1",36754276,36754872,597,"*","chr1:36754276-36754872"
2398,"chr1",36757687,36757949,263,"*","chr1:36757687-36757949"
2399,"chr1",36761827,36762088,262,"*","chr1:36761827-36762088"
2400,"chr1",36764550,36764777,228,"*","chr1:36764550-36764777"
2401,"chr1",36765304,36765569,266,"*","chr1:36765304-36765569"
2402,"chr1",36766725,36766925,201,"*","chr1:36766725-36766925"
2403,"chr1",36767013,36767374,362,"*","chr1:36767013-36767374"
2404,"chr1",36767575,36767825,251,"*","chr1:36767575-36767825"
2405,"chr1",36771149,36771349,201,"*","chr1:36771149-36771349"
2406,"chr1",36772458,36773055,598,"*","chr1:36772458-36773055"
2407,"chr1",36774664,36774864,201,"*","chr1:36774664-36774864"
2408,"chr1",36780930,36781306,377,"*","chr1:36780930-36781306"
2409,"chr1",36784694,36785771,1078,"*","chr1:36784694-36785771"
2410,"chr1",36794096,36794534,439,"*","chr1:36794096-36794534"
2411,"chr1",36796943,36797157,215,"*","chr1:36796943-36797157"
2412,"chr1",36797564,36797992,429,"*","chr1:36797564-36797992"
2413,"chr1",36804521,36804793,273,"*","chr1:36804521-36804793"
2414,"chr1",36815246,36815760,515,"*","chr1:36815246-36815760"
2415,"chr1",36822173,36822811,639,"*","chr1:36822173-36822811"
2416,"chr1",36823073,36823680,608,"*","chr1:36823073-36823680"
2417,"chr1",36824455,36824785,331,"*","chr1:36824455-36824785"
2418,"chr1",36826478,36826877,400,"*","chr1:36826478-36826877"
2419,"chr1",36834973,36835381,409,"*","chr1:36834973-36835381"
2420,"chr1",36840076,36840302,227,"*","chr1:36840076-36840302"
2421,"chr1",36841201,36841485,285,"*","chr1:36841201-36841485"
2422,"chr1",36841954,36842486,533,"*","chr1:36841954-36842486"
2423,"chr1",36844995,36845529,535,"*","chr1:36844995-36845529"
2424,"chr1",36854244,36854627,384,"*","chr1:36854244-36854627"
2425,"chr1",36855296,36855982,687,"*","chr1:36855296-36855982"
2426,"chr1",36857058,36857258,201,"*","chr1:36857058-36857258"
2427,"chr1",36860452,36861229,778,"*","chr1:36860452-36861229"
2428,"chr1",36861834,36862365,532,"*","chr1:36861834-36862365"
2429,"chr1",36874726,36875630,905,"*","chr1:36874726-36875630"
2430,"chr1",36884027,36884358,332,"*","chr1:36884027-36884358"
2431,"chr1",36884662,36885084,423,"*","chr1:36884662-36885084"
2432,"chr1",36885127,36885610,484,"*","chr1:36885127-36885610"
2433,"chr1",36886366,36886646,281,"*","chr1:36886366-36886646"
2434,"chr1",36889038,36889749,712,"*","chr1:36889038-36889749"
2435,"chr1",36891033,36891358,326,"*","chr1:36891033-36891358"
2436,"chr1",36893327,36893675,349,"*","chr1:36893327-36893675"
2437,"chr1",36895095,36895353,259,"*","chr1:36895095-36895353"
2438,"chr1",36898292,36898651,360,"*","chr1:36898292-36898651"
2439,"chr1",36899809,36900052,244,"*","chr1:36899809-36900052"
2440,"chr1",36902790,36903004,215,"*","chr1:36902790-36903004"
2441,"chr1",36904337,36904549,213,"*","chr1:36904337-36904549"
2442,"chr1",36904909,36905158,250,"*","chr1:36904909-36905158"
2443,"chr1",36905221,36905705,485,"*","chr1:36905221-36905705"
2444,"chr1",36910049,36910405,357,"*","chr1:36910049-36910405"
2445,"chr1",36914595,36915110,516,"*","chr1:36914595-36915110"
2446,"chr1",36917469,36917805,337,"*","chr1:36917469-36917805"
2447,"chr1",36919164,36919509,346,"*","chr1:36919164-36919509"
2448,"chr1",36920080,36920801,722,"*","chr1:36920080-36920801"
2449,"chr1",36920846,36921289,444,"*","chr1:36920846-36921289"
2450,"chr1",36921827,36922422,596,"*","chr1:36921827-36922422"
2451,"chr1",36925124,36925337,214,"*","chr1:36925124-36925337"
2452,"chr1",36925784,36926234,451,"*","chr1:36925784-36926234"
2453,"chr1",36926448,36927197,750,"*","chr1:36926448-36927197"
2454,"chr1",36927834,36928034,201,"*","chr1:36927834-36928034"
2455,"chr1",36928458,36928855,398,"*","chr1:36928458-36928855"
2456,"chr1",36929012,36929408,397,"*","chr1:36929012-36929408"
2457,"chr1",36930229,36930448,220,"*","chr1:36930229-36930448"
2458,"chr1",36932403,36932796,394,"*","chr1:36932403-36932796"
2459,"chr1",36934042,36934532,491,"*","chr1:36934042-36934532"
2460,"chr1",36935045,36935278,234,"*","chr1:36935045-36935278"
2461,"chr1",36938158,36938367,210,"*","chr1:36938158-36938367"
2462,"chr1",36939215,36940312,1098,"*","chr1:36939215-36940312"
2463,"chr1",36947162,36948062,901,"*","chr1:36947162-36948062"
2464,"chr1",36949692,36950340,649,"*","chr1:36949692-36950340"
2465,"chr1",36961002,36961268,267,"*","chr1:36961002-36961268"
2466,"chr1",36962964,36963285,322,"*","chr1:36962964-36963285"
2467,"chr1",36976652,36977343,692,"*","chr1:36976652-36977343"
2468,"chr1",36987231,36987750,520,"*","chr1:36987231-36987750"
2469,"chr1",36988465,36989351,887,"*","chr1:36988465-36989351"
2470,"chr1",36990272,36990654,383,"*","chr1:36990272-36990654"
2471,"chr1",36994348,36994821,474,"*","chr1:36994348-36994821"
2472,"chr1",36995731,36997283,1553,"*","chr1:36995731-36997283"
2473,"chr1",37000467,37000816,350,"*","chr1:37000467-37000816"
2474,"chr1",37013245,37013505,261,"*","chr1:37013245-37013505"
2475,"chr1",37013594,37014404,811,"*","chr1:37013594-37014404"
2476,"chr1",37018605,37019226,622,"*","chr1:37018605-37019226"
2477,"chr1",37025501,37025881,381,"*","chr1:37025501-37025881"
2478,"chr1",37026051,37026524,474,"*","chr1:37026051-37026524"
2479,"chr1",37027066,37027334,269,"*","chr1:37027066-37027334"
2480,"chr1",37028971,37029923,953,"*","chr1:37028971-37029923"
2481,"chr1",37030185,37030506,322,"*","chr1:37030185-37030506"
2482,"chr1",37041279,37041601,323,"*","chr1:37041279-37041601"
2483,"chr1",37045585,37046025,441,"*","chr1:37045585-37046025"
2484,"chr1",37049272,37049729,458,"*","chr1:37049272-37049729"
2485,"chr1",37053848,37054206,359,"*","chr1:37053848-37054206"
2486,"chr1",37056791,37057990,1200,"*","chr1:37056791-37057990"
2487,"chr1",37061122,37061639,518,"*","chr1:37061122-37061639"
2488,"chr1",37063876,37064401,526,"*","chr1:37063876-37064401"
2489,"chr1",37065177,37065411,235,"*","chr1:37065177-37065411"
2490,"chr1",37071595,37072264,670,"*","chr1:37071595-37072264"
2491,"chr1",37075787,37076042,256,"*","chr1:37075787-37076042"
2492,"chr1",37077312,37077780,469,"*","chr1:37077312-37077780"
2493,"chr1",37078086,37078695,610,"*","chr1:37078086-37078695"
2494,"chr1",37082058,37082517,460,"*","chr1:37082058-37082517"
2495,"chr1",37084284,37084886,603,"*","chr1:37084284-37084886"
2496,"chr1",37088920,37089139,220,"*","chr1:37088920-37089139"
2497,"chr1",37095796,37096058,263,"*","chr1:37095796-37096058"
2498,"chr1",37096229,37096432,204,"*","chr1:37096229-37096432"
2499,"chr1",37097602,37098144,543,"*","chr1:37097602-37098144"
2500,"chr1",37105320,37105652,333,"*","chr1:37105320-37105652"
2501,"chr1",37106774,37107092,319,"*","chr1:37106774-37107092"
2502,"chr1",37109964,37110470,507,"*","chr1:37109964-37110470"
2503,"chr1",37111990,37112507,518,"*","chr1:37111990-37112507"
2504,"chr1",37122564,37123334,771,"*","chr1:37122564-37123334"
2505,"chr1",37125094,37125326,233,"*","chr1:37125094-37125326"
2506,"chr1",37126471,37126782,312,"*","chr1:37126471-37126782"
2507,"chr1",37132540,37132886,347,"*","chr1:37132540-37132886"
2508,"chr1",37146077,37146446,370,"*","chr1:37146077-37146446"
2509,"chr1",37154444,37154644,201,"*","chr1:37154444-37154644"
2510,"chr1",37166146,37166360,215,"*","chr1:37166146-37166360"
2511,"chr1",37178111,37178382,272,"*","chr1:37178111-37178382"
2512,"chr1",37188210,37188524,315,"*","chr1:37188210-37188524"
2513,"chr1",37194818,37195088,271,"*","chr1:37194818-37195088"
2514,"chr1",37207853,37208228,376,"*","chr1:37207853-37208228"
2515,"chr1",37218349,37218913,565,"*","chr1:37218349-37218913"
2516,"chr1",37231399,37231919,521,"*","chr1:37231399-37231919"
2517,"chr1",37237669,37238064,396,"*","chr1:37237669-37238064"
2518,"chr1",37239331,37239843,513,"*","chr1:37239331-37239843"
2519,"chr1",37241025,37241314,290,"*","chr1:37241025-37241314"
2520,"chr1",37248626,37248838,213,"*","chr1:37248626-37248838"
2521,"chr1",37250668,37251130,463,"*","chr1:37250668-37251130"
2522,"chr1",37253695,37254263,569,"*","chr1:37253695-37254263"
2523,"chr1",37272505,37273016,512,"*","chr1:37272505-37273016"
2524,"chr1",37273344,37273706,363,"*","chr1:37273344-37273706"
2525,"chr1",37284277,37284539,263,"*","chr1:37284277-37284539"
2526,"chr1",37285502,37285702,201,"*","chr1:37285502-37285702"
2527,"chr1",37289195,37289400,206,"*","chr1:37289195-37289400"
2528,"chr1",37299701,37300596,896,"*","chr1:37299701-37300596"
2529,"chr1",37305840,37306491,652,"*","chr1:37305840-37306491"
2530,"chr1",37308877,37309127,251,"*","chr1:37308877-37309127"
2531,"chr1",37313078,37313478,401,"*","chr1:37313078-37313478"
2532,"chr1",37314496,37315281,786,"*","chr1:37314496-37315281"
2533,"chr1",37315308,37315508,201,"*","chr1:37315308-37315508"
2534,"chr1",37317335,37317787,453,"*","chr1:37317335-37317787"
2535,"chr1",37322080,37322568,489,"*","chr1:37322080-37322568"
2536,"chr1",37324707,37325259,553,"*","chr1:37324707-37325259"
2537,"chr1",37330835,37331130,296,"*","chr1:37330835-37331130"
2538,"chr1",37331933,37332244,312,"*","chr1:37331933-37332244"
2539,"chr1",37334008,37334281,274,"*","chr1:37334008-37334281"
2540,"chr1",37336167,37336447,281,"*","chr1:37336167-37336447"
2541,"chr1",37336539,37337175,637,"*","chr1:37336539-37337175"
2542,"chr1",37337567,37337801,235,"*","chr1:37337567-37337801"
2543,"chr1",37340246,37340468,223,"*","chr1:37340246-37340468"
2544,"chr1",37341350,37341843,494,"*","chr1:37341350-37341843"
2545,"chr1",37342057,37342440,384,"*","chr1:37342057-37342440"
2546,"chr1",37344542,37344746,205,"*","chr1:37344542-37344746"
2547,"chr1",37345812,37346115,304,"*","chr1:37345812-37346115"
2548,"chr1",37351202,37351786,585,"*","chr1:37351202-37351786"
2549,"chr1",37355668,37355990,323,"*","chr1:37355668-37355990"
2550,"chr1",37356509,37356769,261,"*","chr1:37356509-37356769"
2551,"chr1",37357380,37357654,275,"*","chr1:37357380-37357654"
2552,"chr1",37361093,37361343,251,"*","chr1:37361093-37361343"
2553,"chr1",37372604,37372952,349,"*","chr1:37372604-37372952"
2554,"chr1",37378793,37379020,228,"*","chr1:37378793-37379020"
2555,"chr1",37382286,37382494,209,"*","chr1:37382286-37382494"
2556,"chr1",37386653,37386853,201,"*","chr1:37386653-37386853"
2557,"chr1",37389633,37390037,405,"*","chr1:37389633-37390037"
2558,"chr1",37390687,37390977,291,"*","chr1:37390687-37390977"
2559,"chr1",37391961,37392257,297,"*","chr1:37391961-37392257"
2560,"chr1",37396615,37397342,728,"*","chr1:37396615-37397342"
2561,"chr1",37398875,37400252,1378,"*","chr1:37398875-37400252"
2562,"chr1",37401901,37402139,239,"*","chr1:37401901-37402139"
2563,"chr1",37419397,37419853,457,"*","chr1:37419397-37419853"
2564,"chr1",37429683,37430896,1214,"*","chr1:37429683-37430896"
2565,"chr1",37439823,37440726,904,"*","chr1:37439823-37440726"
2566,"chr1",37441704,37441904,201,"*","chr1:37441704-37441904"
2567,"chr1",37459464,37459946,483,"*","chr1:37459464-37459946"
2568,"chr1",37472480,37472747,268,"*","chr1:37472480-37472747"
2569,"chr1",37474205,37474471,267,"*","chr1:37474205-37474471"
2570,"chr1",37474874,37475109,236,"*","chr1:37474874-37475109"
2571,"chr1",37476339,37476568,230,"*","chr1:37476339-37476568"
2572,"chr1",37480024,37480224,201,"*","chr1:37480024-37480224"
2573,"chr1",37486635,37486937,303,"*","chr1:37486635-37486937"
2574,"chr1",37491870,37492203,334,"*","chr1:37491870-37492203"
2575,"chr1",37496155,37496392,238,"*","chr1:37496155-37496392"
2576,"chr1",37496998,37497384,387,"*","chr1:37496998-37497384"
2577,"chr1",37500952,37501186,235,"*","chr1:37500952-37501186"
2578,"chr1",37501725,37501925,201,"*","chr1:37501725-37501925"
2579,"chr1",37502552,37502766,215,"*","chr1:37502552-37502766"
2580,"chr1",37502880,37503122,243,"*","chr1:37502880-37503122"
2581,"chr1",37504478,37505585,1108,"*","chr1:37504478-37505585"
2582,"chr1",37510266,37510723,458,"*","chr1:37510266-37510723"
2583,"chr1",37511987,37513625,1639,"*","chr1:37511987-37513625"
2584,"chr1",37517793,37519158,1366,"*","chr1:37517793-37519158"
2585,"chr1",37522354,37522596,243,"*","chr1:37522354-37522596"
2586,"chr1",37522941,37523141,201,"*","chr1:37522941-37523141"
2587,"chr1",37523512,37524088,577,"*","chr1:37523512-37524088"
2588,"chr1",37525634,37525910,277,"*","chr1:37525634-37525910"
2589,"chr1",37526469,37526699,231,"*","chr1:37526469-37526699"
2590,"chr1",37530314,37530527,214,"*","chr1:37530314-37530527"
2591,"chr1",37534820,37535020,201,"*","chr1:37534820-37535020"
2592,"chr1",37538328,37538601,274,"*","chr1:37538328-37538601"
2593,"chr1",37540821,37541635,815,"*","chr1:37540821-37541635"
2594,"chr1",37544394,37544748,355,"*","chr1:37544394-37544748"
2595,"chr1",37546629,37547229,601,"*","chr1:37546629-37547229"
2596,"chr1",37552073,37552478,406,"*","chr1:37552073-37552478"
2597,"chr1",37559880,37560141,262,"*","chr1:37559880-37560141"
2598,"chr1",37562188,37562411,224,"*","chr1:37562188-37562411"
2599,"chr1",37565595,37565948,354,"*","chr1:37565595-37565948"
2600,"chr1",37566611,37567321,711,"*","chr1:37566611-37567321"
2601,"chr1",37579446,37579711,266,"*","chr1:37579446-37579711"
2602,"chr1",37584033,37584305,273,"*","chr1:37584033-37584305"
2603,"chr1",37586046,37586603,558,"*","chr1:37586046-37586603"
2604,"chr1",37590717,37591289,573,"*","chr1:37590717-37591289"
2605,"chr1",37594851,37595240,390,"*","chr1:37594851-37595240"
2606,"chr1",37600846,37601793,948,"*","chr1:37600846-37601793"
2607,"chr1",37603413,37603802,390,"*","chr1:37603413-37603802"
2608,"chr1",37605900,37606158,259,"*","chr1:37605900-37606158"
2609,"chr1",37610585,37610940,356,"*","chr1:37610585-37610940"
2610,"chr1",37611096,37611520,425,"*","chr1:37611096-37611520"
2611,"chr1",37612194,37612543,350,"*","chr1:37612194-37612543"
2612,"chr1",37614348,37614690,343,"*","chr1:37614348-37614690"
2613,"chr1",37615073,37615778,706,"*","chr1:37615073-37615778"
2614,"chr1",37622045,37622672,628,"*","chr1:37622045-37622672"
2615,"chr1",37624432,37624774,343,"*","chr1:37624432-37624774"
2616,"chr1",37632518,37632963,446,"*","chr1:37632518-37632963"
2617,"chr1",37633739,37634027,289,"*","chr1:37633739-37634027"
2618,"chr1",37634855,37635169,315,"*","chr1:37634855-37635169"
2619,"chr1",37638940,37639705,766,"*","chr1:37638940-37639705"
2620,"chr1",37665661,37666106,446,"*","chr1:37665661-37666106"
2621,"chr1",37666707,37667264,558,"*","chr1:37666707-37667264"
2622,"chr1",37667424,37667820,397,"*","chr1:37667424-37667820"
2623,"chr1",37678411,37678923,513,"*","chr1:37678411-37678923"
2624,"chr1",37687736,37688128,393,"*","chr1:37687736-37688128"
2625,"chr1",37688565,37688782,218,"*","chr1:37688565-37688782"
2626,"chr1",37691436,37691674,239,"*","chr1:37691436-37691674"
2627,"chr1",37694202,37695039,838,"*","chr1:37694202-37695039"
2628,"chr1",37696667,37697451,785,"*","chr1:37696667-37697451"
2629,"chr1",37707046,37707256,211,"*","chr1:37707046-37707256"
2630,"chr1",37710478,37710728,251,"*","chr1:37710478-37710728"
2631,"chr1",37711813,37712357,545,"*","chr1:37711813-37712357"
2632,"chr1",37718759,37720728,1970,"*","chr1:37718759-37720728"
2633,"chr1",37728279,37728594,316,"*","chr1:37728279-37728594"
2634,"chr1",37729714,37729968,255,"*","chr1:37729714-37729968"
2635,"chr1",37737288,37738344,1057,"*","chr1:37737288-37738344"
2636,"chr1",37828156,37828622,467,"*","chr1:37828156-37828622"
2637,"chr1",37847012,37847390,379,"*","chr1:37847012-37847390"
2638,"chr1",37848356,37848774,419,"*","chr1:37848356-37848774"
2639,"chr1",37864590,37865657,1068,"*","chr1:37864590-37865657"
2640,"chr1",37871754,37872729,976,"*","chr1:37871754-37872729"
2641,"chr1",37890181,37890858,678,"*","chr1:37890181-37890858"
2642,"chr1",37891634,37891879,246,"*","chr1:37891634-37891879"
